compound_id,smiles,score
ZINC_250K_7161,CCC[C@@H](C)[C@H](O)[C@H](C#N)CC,0.34062198
ZINC_250K_10077,CO[C@@H]1CCC[C@@H]([NH2+]C2C(C)(C)C2(C)C)C1,0.3406219
ZINC_250K_4636,O=C=NC(c1ccccc1)(c1ccccc1)c1ccccc1,0.3406212
ZINC_250K_9073,C=CC[n+]1cccc2ccccc21,0.34062004
ZINC_250K_9290,[NH3+]C[C@@H](c1ccccc1)[NH+]1CCCCCC1,0.34062
ZINC_250K_6539,CC(C)(C)[C@]1(C(F)(F)C(F)(F)F)CCC[NH2+]1,0.34061956
ZINC_250K_8001,C=CC(=O)N[C@@H](OC)C(=O)OC,0.34061894
ZINC_250K_3630,CCC[NH+](CCC)[C@@H]1CCC[C@H]([NH2+]C)C1,0.34061828
ZINC_250K_3554,C=CC(=O)OCC(C)(C)C[NH+](C)C,0.34061778
ZINC_250K_6953,C[C@@H]([NH2+]C1C(C)(C)C1(C)C)c1ccncc1,0.34061772
ZINC_250K_9840,C[C@H](C(=O)[O-])[C@@H](C)[NH+](C)CCC[NH+](C)C,0.34061772
ZINC_250K_2281,CCC(CC)C(=O)[C@H](C)OC,0.340616
ZINC_250K_1243,CNC(=S)NNc1ccc(Br)cc1,0.34061512
ZINC_250K_5563,C=C(C)[C@H]([NH3+])c1ccc(F)cc1,0.3406139
ZINC_250K_5318,Cc1c[n+]([O-])cc(C[n+]2ccccc2)[n+]1[O-],0.3406137
ZINC_250K_9440,SCC1(C[NH+]2CCCSCC2)CCCCC1,0.34061363
ZINC_250K_1645,CCC1CCC(C[NH2+][C@@H]2CCC[C@H]2[C@@H]2CCCC[NH2+]2)CC1,0.34061313
ZINC_250K_2540,CC(C)[C@@H](C)NC(=O)CSCC[NH3+],0.34061292
ZINC_250K_6034,CC(C)CNC(=O)C[NH2+]C1C(C)(C)C1(C)C,0.34061238
ZINC_250K_7656,CC[C@](C)([C@H](O)C(C)(C)C)[NH+]1CCCCC1,0.34061185
ZINC_250K_9519,O[C@H](c1ccccc1)c1cscc1Br,0.34061113
ZINC_250K_1630,CC[NH+](CC)C[C@H]1CC[NH2+]C1,0.34061056
ZINC_250K_7918,CSc1ccc(/C=C(\C)[N+](=O)[O-])cc1,0.3406104
ZINC_250K_3099,CCCC12C[C@@H]3C[C@@H](CC([NH3+])(C3)C1)C2,0.34061036
ZINC_250K_9697,CCC[C@@H](C)N1CCC[NH2+]CC1,0.34060997
ZINC_250K_9922,Nc1noc(-c2ccoc2)c1Br,0.34060913
ZINC_250K_2086,C[C@@H](C(=O)[O-])[C@@H](N[S@](=O)C(C)(C)C)C(C)(C)C,0.34060895
ZINC_250K_210,CCC(CC)[S@](=O)CCC(=O)[O-],0.34060806
ZINC_250K_1798,CN(C)C(=S)N(C(=S)N(C)C)c1ccccc1,0.340608
ZINC_250K_8841,CC(C)(O)CC[NH2+]CC(=O)[O-],0.34060755
ZINC_250K_8546,C[C@@H]1C[NH+]([C@@H](C)/C(N)=N/O)C[C@@H]1C,0.3406069
ZINC_250K_1920,CCC(CC)([C@H](O)COC(C)C)[NH+](C)C,0.34060687
ZINC_250K_8688,CCC1(C[NH2+]CC2(CC(C)C)CCCC2)CC[NH2+]CC1,0.34060666
ZINC_250K_4794,[NH3+]CC(=O)c1ccc(F)cc1,0.34060663
ZINC_250K_10053,C[NH+]1CCN(C(=O)Cl)CC1,0.34060648
ZINC_250K_9837,O=C([O-])CC1(C(=O)[O-])CCCCCC1,0.34060627
ZINC_250K_7972,CCC(C(=O)OC(C)(C)C)(C(F)(F)F)C(F)(F)F,0.34060594
ZINC_250K_2352,CC[C@H](C)[C@@H]1CCCC[C@H]([NH2+]C)C1,0.34060577
ZINC_250K_2011,C[NH2+]C[C@H](C)[C@H](C)n1cccn1,0.34060535
ZINC_250K_3421,C[N+]1(/N=C(\[S-])NN)CCOCC1,0.34060523
ZINC_250K_2979,CSCCc1ccc(N)cc1,0.34060436
ZINC_250K_7077,CC[C@H](C[NH2+]C)Cc1nc(C)cs1,0.34060353
ZINC_250K_5792,NC(=S)c1n[nH]cc1Br,0.34060332
ZINC_250K_2458,NC(=O)c1ccc([N+](=O)[O-])s1,0.3406023
ZINC_250K_5183,CC1(C)C(C[NH2+][C@@H]2CCC[C@@H]2[C@@H]2CCCC[NH2+]2)C1(C)C,0.3406021
ZINC_250K_7668,C=CCn1c(=O)n(CC=C)c(=O)n(CCN2C(=O)C=CC2=O)c1=O,0.340602
ZINC_250K_6333,O=C(C1CCCC1)N1CCCCCC1,0.3406018
ZINC_250K_7980,O=[N+]([O-])c1[nH]c(Br)nc1I,0.34060135
ZINC_250K_6463,CC1CCN(/C(N)=[NH+]/C2CC2)CC1,0.34060052
ZINC_250K_3483,CC1(C)CCCC[C@H]1[NH+]1CCCC[C@@H]1CC[NH3+],0.34060022
ZINC_250K_6190,C[NH+](C)CCCC[NH2+][C@@H]1CC(C)(C)OC1(C)C,0.3406
ZINC_250K_4331,NC1=c2cc(Br)ccc2=[NH+]C1,0.34059995
ZINC_250K_1178,C[C@H]1CC(N)=C(C#N)C1(C#N)C#N,0.34059992
ZINC_250K_9562,Cc1cscc1[C@H]([NH3+])c1cc(F)cc(F)c1,0.34059986
ZINC_250K_4822,CSCC[NH2+]Cc1nc(C)c(C)s1,0.34059948
ZINC_250K_1346,COC[C@H](C)Cc1nnc(C[NH3+])o1,0.3405988
ZINC_250K_878,CC(C)CNC(=O)[C@](C)(N)C(F)(F)F,0.34059876
ZINC_250K_8949,CC1(C)CCC(O)(C[NH2+][C@@H]2CSCCC2(C)C)CC1,0.34059858
ZINC_250K_1813,COC[C@](C)(O)C1(C#N)CCCC1,0.34059837
ZINC_250K_9854,CCC1CCC(C[NH3+])([NH+](C)[C@@H](C)CC)CC1,0.34059787
ZINC_250K_3771,CCN(CC(N)=S)C(=O)OC(C)(C)C,0.34059766
ZINC_250K_1252,CCN(CC)c1ccc(N)c(N)[nH+]1,0.34059748
ZINC_250K_9872,CCN(CC(C)(C)O)c1nsnc1Cl,0.34059688
ZINC_250K_2921,NC(=[NH2+])c1ccc2ccccc2c1,0.3405968
ZINC_250K_2557,C=CC(=O)NCOCC(C)C,0.34059677
ZINC_250K_1258,CCC[NH+](CCO)C[C@H]1[C@H](N)C(C)(C)OC1(C)C,0.3405965
ZINC_250K_8926,CNS(=O)(=O)[C@@H]1CC[NH+](CC(C)(C)C)C1,0.3405964
ZINC_250K_5449,CC(=O)N[C@H]1CSC[C@@H]1OC(C)=O,0.3405962
ZINC_250K_9405,CC(C)C1CCC(C(=O)N[C@@H](C(=O)[O-])C(C)C)CC1,0.34059593
ZINC_250K_7565,C[NH2+][C@H](C=C(C)C)c1ccncc1,0.34059587
ZINC_250K_2274,COC(=O)[C@@H](N)CC(=O)OC(C)(C)C,0.3405958
ZINC_250K_2656,COC[C@H](O)CCCC(F)(F)F,0.34059575
ZINC_250K_5591,C[NH2+]C[C@@H]1CCCO[C@H]1C(C)(C)C,0.34059533
ZINC_250K_3039,C[NH2+][C@H](COC(C)C)c1ncccn1,0.3405947
ZINC_250K_4956,CC(C)[C@H](C)[NH2+][C@H]1CCOC2(CCCC2)C1,0.34059465
ZINC_250K_10253,C1CC(OC[C@H]2C[C@H]3CC[C@@H]2C3)CC[NH2+]1,0.3405946
ZINC_250K_4071,CCSc1nnc(NC)s1,0.3405945
ZINC_250K_2029,C[C@@H](C[C@@H]1CCCC[NH2+]1)[NH2+]C[C@@H]1CCCC[NH+]1C,0.34059396
ZINC_250K_8227,Cc1ccc(CC(N)=S)cc1,0.34059343
ZINC_250K_5185,CCn1c(=O)c(I)cn(C)c1=O,0.34059316
ZINC_250K_5782,O=c1cc(C(O)(c2ccccc2)c2ccccc2)cc[nH]1,0.34059295
ZINC_250K_10488,O=C([O-])[C@@]12CCC[C@@H](C[NH2+]1)C2,0.34059277
ZINC_250K_3581,COc1cc2c(cc1OC)CC([NH3+])C2,0.34059262
ZINC_250K_412,Oc1ccccc1/C=[NH+]/CCC/[NH+]=C/c1ccccc1O,0.34059238
ZINC_250K_7945,CCC[NH2+][C@@H]1CC[C@@H](C(CC)CC)C1,0.34059212
ZINC_250K_8126,C[C@@H]1CN(CC#N)C[C@@H](C)O1,0.34059194
ZINC_250K_10059,CC(C)(O)CC[NH+]1CCC[C@H]1C1CC[NH2+]CC1,0.34059167
ZINC_250K_10214,CNC(=O)O/N=C(\C)[C@H](C)SC,0.340591
ZINC_250K_4507,CC(C)[C@@H]([NH3+])[C@H](C)CCc1ccccc1,0.3405909
ZINC_250K_9496,Cc1cc(C)c(S(=O)(=O)N=C2C=CC(=O)C=C2)c(C)c1,0.3405907
ZINC_250K_6545,CCC(CC)[C@H]1CCCCC[C@@H]1[NH2+]C,0.34059066
ZINC_250K_2457,CO[C@H](C)c1noc([C@H](C(C)C)[C@@H](C)[NH3+])n1,0.34059057
ZINC_250K_3542,CCC(CC)[C@@H](C(=O)OC)C(=O)C(C)C,0.34059027
ZINC_250K_1122,Cc1ccc(F)c(Br)n1,0.34059024
ZINC_250K_3685,CC[C@@H](O)[C@@]1(C[NH3+])CCC[C@H](C)C1,0.34059
ZINC_250K_3636,FC(F)(Cl)Oc1ccccc1,0.34058988
ZINC_250K_654,CN1C[NH+](C)CC2=C1NCNS2(=O)=O,0.34058985
ZINC_250K_5086,O=C([O-])CCC12CC3CC(CC(C3)C1)C2,0.34058973
ZINC_250K_5501,C1CC2(C1)C[C@@H]([NH2+]C1COC1)CCO2,0.3405897
ZINC_250K_7501,O=S1(=O)C[C@@H]2NC(=S)N(O)[C@H]2C1,0.34058967
ZINC_250K_9514,CC(C)C[NH+](C(C)C)[C@@]1(CN)CSCC(C)(C)C1,0.34058914
ZINC_250K_5958,O[C@H]1CCC[C@@H]1CC[NH+](CC1CC1)C1CC1,0.34058884
ZINC_250K_10481,CC[S@@](=O)CCN1C(=O)NC(C)(C)C1=O,0.3405885
ZINC_250K_7316,NC(=O)N/N=C/c1c(F)c(F)c(F)c(F)c1F,0.34058818
ZINC_250K_3545,CC[NH2+][C@@H]1CCCC[C@H]1SC[C@@H](C)CO,0.34058797
ZINC_250K_3191,FC(F)(F)[C@@H](Br)c1ccccc1Cl,0.3405878
ZINC_250K_5411,C[C@@H]1C[C@H]1C[NH+](C)[C@@H]1CCCC(C)(C)[C@@H]1[NH3+],0.34058768
ZINC_250K_6142,C[NH2+][C@H](c1ccccc1C)[C@H](C)OC,0.34058765
ZINC_250K_1528,CC[C@H]1CCCCN(C)C1=O,0.34058735
ZINC_250K_6239,C[NH2+][C@@H](c1cscc1C)c1cc(OC)c(OC)cc1C,0.34058723
ZINC_250K_4680,C[C@@H](C(=O)[O-])[C@@H](C)C(=O)c1ccc(Br)cc1,0.3405868
ZINC_250K_9189,C#CCN(CC)C1CCC([NH3+])CC1,0.34058633
ZINC_250K_6106,CC[C@H](CS)C[NH+](CC)C1CCCCC1,0.34058625
ZINC_250K_2957,CC(=O)NCCNC(=O)CSC1CCCC1,0.34058622
ZINC_250K_3547,CCC(CC)[NH+](C)CCC(=O)NC(N)=O,0.3405862
ZINC_250K_7555,C[NH2+][C@H]1CC[C@@H](N2CCC([NH+](C)C)CC2)C1,0.34058598
ZINC_250K_3713,[NH3+][C@H](Cc1ccc(O)cc1)c1ncccn1,0.3405858
ZINC_250K_2689,CC[C@H]1CCC[C@](C[NH3+])(C2(O)CCCCCC2)C1,0.34058467
ZINC_250K_6160,C[C@]12CC3CC(Cc4nnc(C[NH3+])s4)(C1)C[C@@](C)(C3)C2,0.34058428
ZINC_250K_4068,COc1cc(C[C@H](C)CO)cc(OC)c1,0.34058413
ZINC_250K_4518,C[NH2+][C@@H]1CCC[C@H]([C@@H]2CCC[C@H](S(C)(=O)=O)C2)C1,0.3405838
ZINC_250K_3137,CCC[C@@](O)(c1ccccc1)[C@H](C)C#N,0.3405833
ZINC_250K_3192,COC(=O)[C@H](C#N)C(F)(F)F,0.34058282
ZINC_250K_7413,C[C@@H](O)[C@H](C)C1(C(=O)[O-])CCCCCC1,0.34058282
ZINC_250K_2291,Cc1nc(-c2ccc(Br)cc2)[nH]c1C,0.34058276
ZINC_250K_76,COCC[C@H](C)C(=O)N[C@@H](C)COC,0.34058255
ZINC_250K_7117,CN1C(N)=[NH+]C[C@@]12CCCSC2,0.34058246
ZINC_250K_5831,CC(C)Cc1ccc([C@H](O)[C@@H]([NH3+])c2ccccc2)cc1,0.34058172
ZINC_250K_7805,C[NH2+][C@]1(CO)CC[C@@H]([NH+]2C[C@H](C)C[C@H](C)C2)C1,0.34058166
ZINC_250K_7494,Brc1nc(C[NH2+]C2CC2)cs1,0.34058133
ZINC_250K_4791,CC[NH2+][C@H](Cc1nc(C)cs1)c1cscc1C,0.34058112
ZINC_250K_2863,CCC[C@H](C[NH3+])[C@@]1(O)CCC[NH+](CC)CC1,0.34058088
ZINC_250K_546,N#CCC[NH2+]C1(C(=O)[O-])CC1,0.34058037
ZINC_250K_8729,Cc1csc(CSC[C@@H](C)C[NH3+])n1,0.34057996
ZINC_250K_2769,C[C@@H](Cc1[nH+]ccn1C)C[C@@H](C)Br,0.34057984
ZINC_250K_9427,CCC1(CC)C[NH+](C2(C(=O)[O-])CC2)C1,0.34057978
ZINC_250K_4035,O=C(N=C1NCCCCCN1)c1ccc(Br)cc1,0.3405792
ZINC_250K_9202,NC1=C(Cl)[C@H](C(=O)[O-])N=[NH+]1,0.34057915
ZINC_250K_1671,CC1(C)C[C@@H]1NC(=O)[C@@](C)(N)C(F)(F)F,0.34057906
ZINC_250K_7131,COCC[C@](C)(O)C1(C[NH3+])CCC(C)(C)CC1,0.340579
ZINC_250K_821,O=Cc1ccn(-c2ccc(Br)cc2)c1,0.3405788
ZINC_250K_8056,Cc1ccn(CC/C(N)=N\O)n1,0.34057862
ZINC_250K_4789,CC[C@H](C)[NH2+]Cc1ccc(N(C)C)cc1,0.34057856
ZINC_250K_23,O=c1n(CCO)c2ccccc2n1CCO,0.34057832
ZINC_250K_2446,C[C@@H]1CN(S(=O)(=O)[C@@H]2CCC[NH2+]C2)C[C@H]1C,0.3405781
ZINC_250K_6698,Cc1ccc([C@H]2C[C@@H]2[NH3+])s1,0.34057808
ZINC_250K_2809,CC(C)[C@H]1CC[C@@H](C)C[C@H]1OC(=O)C=O,0.3405779
ZINC_250K_2422,CC[NH+]1CCC[C@@H]1C[NH+](C)CCC(=O)[O-],0.34057763
ZINC_250K_9411,CC[NH+]1CCC[C@H]([NH2+][C@@H](C)CCCO)CC1,0.34057754
ZINC_250K_2096,CC1(C)CCC(O)([C@]2(C#N)CCOC2)CC1,0.34057713
ZINC_250K_5319,CC1(C)C[C@](O)([C@@H]2CCOC3(CCC3)C2)CCO1,0.34057653
ZINC_250K_4768,COCC[NH+]1CC[C@H]2CCCC[C@@H]2C1,0.34057647
ZINC_250K_2380,CCC[NH+](C1CCC([NH3+])CC1)[C@H]1CCOC1,0.34057644
ZINC_250K_1285,[NH3+]C1([C@H]2CCO[C@@]3(CCSC3)C2)CCCC1,0.34057614
ZINC_250K_8468,CC1(C)O[C@@H]2[C@@H](O1)[C@H](O)O[C@H]2[C@H]1COC(C)(C)O1,0.34057614
ZINC_250K_1313,C[C@@H](C[C@@H]1CCCCC[NH2+]1)[NH2+]CC(C)(C)C,0.34057602
ZINC_250K_1632,C[NH2+]C[C@H]1C[C@H]1c1ccccc1Br,0.3405758
ZINC_250K_9126,C[NH2+]C[C@H]1C[C@H]1c1cccs1,0.34057578
ZINC_250K_6385,Cc1ccc(-c2ncnc(N)n2)cc1,0.3405753
ZINC_250K_5113,CSc1ccc(/C=C2/C[N+](C)(C)C/C(=C/c3ccc(SC)cc3)C2=O)cc1,0.34057528
ZINC_250K_1900,Cc1ccc2c(c1)sc[n+]2Cc1ccc(CBr)cc1,0.3405752
ZINC_250K_7475,C[C@H]([C@@H](C)O)[NH+]1CC[C@@](C)(C(=O)[O-])C1,0.34057507
ZINC_250K_7950,Cc1c(Br)cc(C(=O)[O-])c(C)c1C,0.34057498
ZINC_250K_9926,NNc1ccc(Cl)c2ccccc12,0.34057492
ZINC_250K_734,C[C@H]1CCCC[NH+]1C[C@@H]1CCC(C)(C)[C@@H]1[NH3+],0.3405748
ZINC_250K_727,CSc1cc(-c2cccs2)oc(=O)c1C#N,0.34057474
ZINC_250K_10156,CCCN(CC)[C@H](C[NH3+])c1ccc(C)o1,0.3405746
ZINC_250K_4258,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]1(C)[C@@H](O)[C@@]3(C)CC[C@@]21C3,0.3405743
ZINC_250K_1124,[NH3+]C1CC(c2ccccc2F)C1,0.34057415
ZINC_250K_2014,NNc1nnc(SC2CCCCC2)n1N,0.34057358
ZINC_250K_1881,CCC[C@H]1CCC[NH+](CCCS)CC1,0.34057343
ZINC_250K_408,C=CCN(CC(=O)[O-])C(=O)[C@@H](C[NH3+])C(C)C,0.34057328
ZINC_250K_7756,CC(C)C1CCC([NH+](C)CCn2cnnc2)CC1,0.34057304
ZINC_250K_5327,CCC[NH2+][C@@H](C)c1ccc(SCC(C)C)cc1,0.34057286
ZINC_250K_648,COC(=C(C#N)C#N)c1cccs1,0.3405726
ZINC_250K_7580,[NH3+]Cc1ccc(-c2ccc(OCC(F)(F)F)cc2)cc1,0.3405725
ZINC_250K_6307,Cc1ccccc1/C=N\n1cnnc1,0.34057248
ZINC_250K_1254,CCC[NH+](CCC)[C@@H]1CCC(=O)C1,0.34057245
ZINC_250K_2735,C[C@@H]1[C@@H](C)CCC[C@@]1([NH3+])[C@@H]1CCOC2(CCCC2)C1,0.34057242
ZINC_250K_9285,CC(C)c1nsc(N(C)CC(C)(C)O)n1,0.34057197
ZINC_250K_5481,CC(C)[NH+](CCO)Cc1ccc(C#N)cc1,0.3405719
ZINC_250K_7230,CCC[NH2+]C[C@H](C)[C@@H](C)[NH+]1CCC2(CCCCC2)CC1,0.34057137
ZINC_250K_1667,CC(=O)N=P(N1CCCCC1)(N1CCCCC1)C(C)(C)C,0.34057114
ZINC_250K_5101,C[C@@H]1CCCC[NH+]1[C@]1(C[NH3+])CC(C)(C)OC1(C)C,0.34057105
ZINC_250K_8616,C=CCC[C@H](C)c1ccccc1,0.340571
ZINC_250K_2449,CCO[C@H](C)C(=O)OCC(=O)NC(C)C,0.34057075
ZINC_250K_906,NC(=O)C1(N2CCCC2)CC[NH2+]CC1,0.34057072
ZINC_250K_6981,CCC[NH+](C)Cc1cc2c(cc1N)OCCO2,0.34057054
ZINC_250K_6143,[NH3+]CCOCc1cc(F)cc(Br)c1,0.34057033
ZINC_250K_3189,CC[C@@H](C[NH2+][C@@H](C)CC)Oc1ccccc1,0.34056988
ZINC_250K_1408,[NH3+]C[C@H]1CCC[C@H]1N1CCOCC1,0.34056988
ZINC_250K_10282,Cc1c(C)c(C)c(S(=O)(=O)NC2CC2)c(C)c1C,0.34056976
ZINC_250K_3757,C=C(Cl)Cc1ccc(C#N)cc1,0.3405697
ZINC_250K_4173,CC(C)[NH+](C[C@@H](C)O)C1C[C@H](C)O[C@@H](C)C1,0.34056956
ZINC_250K_3401,C[C@H](Cc1ccccc1)[NH+]1Cc2ccccc2C1,0.3405695
ZINC_250K_7576,C[NH2+][C@@H](C)c1nc2ncc(C)cc2[n-]1,0.3405691
ZINC_250K_910,CCC(=O)NN/C(C)=C/C(=O)NCC(C)(C)C,0.3405691
ZINC_250K_9529,Cc1cscc1[C@H](O)c1cccc(F)c1F,0.34056902
ZINC_250K_2000,O=C1c2ccccc2C(=O)N1N=Cc1ccc(/C=N/N2C(=O)c3ccccc3C2=O)cc1,0.34056863
ZINC_250K_2916,C[C@H]1CC[C@H]([NH3+])[C@H](N2CC[NH+]3CCC[C@@H]3C2)C1,0.3405686
ZINC_250K_1110,CCC1(CC)C(=O)NC(=NNC(N)=S)NC1=O,0.34056845
ZINC_250K_2885,C[NH+](C)CCS[C@@H]1C[C@H](C(C)(C)C)CC[C@@H]1C#N,0.3405683
ZINC_250K_568,COc1cccc(C[NH2+]Cc2cccc(Br)c2OC)c1OC,0.34056827
ZINC_250K_166,CC(=O)N[C@@H](C(=O)NC1COC1)C(C)C,0.3405681
ZINC_250K_8098,CC[C@@H]1CC[C@@H](N(CC#N)C2CCCC2)C1,0.340568
ZINC_250K_141,CC[C@@H](C)[C@@H]([NH3+])c1ccc(Cl)s1,0.3405677
ZINC_250K_9937,CCCN1CC(=O)N(CCC(C)=O)CC1=O,0.34056762
ZINC_250K_5414,C[C@@H](CS)CN(C)c1ccc(F)cc1,0.34056705
ZINC_250K_4742,CCCCCSc1nnc([O-])[nH]c1=O,0.34056693
ZINC_250K_3565,[NH3+][C@H](C(=O)[O-])[C@H](O)c1ccc(F)cc1,0.34056646
ZINC_250K_3396,Nc1cnccc1SCc1ncon1,0.34056616
ZINC_250K_3661,O=C(Oc1ccccc1)c1ccccc1I,0.34056586
ZINC_250K_7428,O=[N+]([O-])c1ccccc1Cc1ccccc1,0.3405655
ZINC_250K_1367,C[C@@H]1CCCC[C@H]1[NH+]1CCC([NH2+][C@@H]2CCCCC[C@@H]2CO)CC1,0.34056535
ZINC_250K_9753,CC[C@@H](C#N)[C@H](O)c1ccc(CC(C)C)cc1,0.34056523
ZINC_250K_1385,CC(C)(C)OC(=O)[C@@H]1N[C@H](C(=O)[O-])C(C)(C)S1,0.34056523
ZINC_250K_4559,CC(C)(CBr)CN1C(=O)C(C)(C)S1(=O)=O,0.34056523
ZINC_250K_7234,OCCC#Cc1ccsc1CSC[C@@H](O)CO,0.34056523
ZINC_250K_2511,CC(=O)C[C@H]1CCCCCN1C(=O)N1CCCCCC1,0.34056523
ZINC_250K_4939,[NH3+]C[C@](O)(CN1CC[NH+]2CCCC[C@H]2C1)C1CC1,0.34056497
ZINC_250K_9659,N#CNC(=O)/C=C/c1ccc(C#N)cc1,0.34056464
ZINC_250K_8285,C[C@H](CC[NH2+]C1CCCCCCC1)[S@@](C)=O,0.34056434
ZINC_250K_9878,CC1([C@]2(C)C(=N)NC(=O)N2C2CC2)CC1,0.34056413
ZINC_250K_9946,CCOC(=O)N(N=O)[C@H](C)CC,0.34056413
ZINC_250K_3725,COC[C@@](C)(O)CNC(=O)C(=O)NCC(C)C,0.3405641
ZINC_250K_4962,Cc1cc(C(=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-],0.34056407
ZINC_250K_1593,CC1CCC(C#N)([C@H](O)C=O)CC1,0.34056395
ZINC_250K_7675,Cc1ccccc1N1C(=O)CNC1=S,0.34056374
ZINC_250K_4709,CCC(CC)([C@@H](Cc1ccc[nH+]c1N)NC)[NH+](C)C,0.34056374
ZINC_250K_1422,C[C@@]1(c2ccc(C[NH3+])cc2)NC(=O)NC1=O,0.34056368
ZINC_250K_1680,O=S1(=O)CC[C@@H]([NH2+][C@H]2CCC[C@@H]2[C@@H]2CCCC[NH2+]2)C1,0.3405635
ZINC_250K_5838,CC1=[N+]2C(N)=N[C@H](c3ccccc3)N=C2SC1,0.34056342
ZINC_250K_6288,C=C(c1ccccc1)[C@@H](C(=O)[O-])S(C)(=O)=O,0.34056324
ZINC_250K_5111,CC(=O)NN=Cc1ccc2c(c1)OCCO2,0.3405631
ZINC_250K_4402,CC[C@H](C)C[NH+](C)[C@@H]1CC[C@@](CO)([NH2+]C)C1,0.340563
ZINC_250K_8464,Cc1cccc([C@H]2C[C@H]2C[NH3+])c1,0.34056297
ZINC_250K_3854,CCOC(=O)C1(C#N)CC(OC)(OC)C1,0.34056264
ZINC_250K_7847,CC1(C)CCC[C@@H](S(=O)(=O)C2CCCCC2)[C@@H]1[NH3+],0.3405623
ZINC_250K_10361,c1ccc2c(c1)C[C@H](C[NH2+]C(C1CC1)C1CC1)S2,0.34056222
