compound_id,smiles,mol,score,Max_Tc_Train,MW,LogP,PAINS_Flag
ZINC_250K_9290,[NH3+]C[C@@H](c1ccccc1)[NH+]1CCCCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6837370>,0.34062,0.17142857142857143,220.3599999999999,0.428499999999999,False
ZINC_250K_6539,CC(C)(C)[C@]1(C(F)(F)C(F)(F)F)CCC[NH2+]1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E58D3290>,0.34061956,0.1111111111111111,246.24299999999994,2.3260999999999994,False
ZINC_250K_8001,C=CC(=O)N[C@@H](OC)C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x000001E1E67BF4C0>,0.34061894,0.125,173.16799999999998,-0.5659000000000001,False
ZINC_250K_3630,CCC[NH+](CCC)[C@@H]1CCC[C@H]([NH2+]C)C1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E57B63B0>,0.34061828,0.1076923076923077,214.39699999999993,0.1957000000000016,False
ZINC_250K_3554,C=CC(=O)OCC(C)(C)C[NH+](C)C,<rdkit.Chem.rdchem.Mol object at 0x000001E1E57ABDF0>,0.34061778,0.125,186.27499999999998,-0.11369999999999925,False
ZINC_250K_6953,C[C@@H]([NH2+]C1C(C)(C)C1(C)C)c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E67577D0>,0.34061772,0.140625,219.352,2.1406,False
ZINC_250K_9840,C[C@H](C(=O)[O-])[C@@H](C)[NH+](C)CCC[NH+](C)C,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6874660>,0.34061772,0.13333333333333333,217.33299999999994,-3.1897999999999955,False
ZINC_250K_2281,CCC(CC)C(=O)[C@H](C)OC,<rdkit.Chem.rdchem.Mol object at 0x000001E1E5731540>,0.340616,0.14705882352941177,158.24099999999999,2.0266,False
ZINC_250K_1243,CNC(=S)NNc1ccc(Br)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E978E490>,0.34061512,0.18461538461538463,260.16,1.8698999999999995,False
ZINC_250K_5563,C=C(C)[C@H]([NH3+])c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E58717E0>,0.3406139,0.14754098360655737,166.21899999999997,1.6848,False
ZINC_250K_5318,Cc1c[n+]([O-])cc(C[n+]2ccccc2)[n+]1[O-],<rdkit.Chem.rdchem.Mol object at 0x000001E1E585DE70>,0.3406137,0.15873015873015872,218.23600000000002,-0.4023800000000002,False
ZINC_250K_9440,SCC1(C[NH+]2CCCSCC2)CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E684BD80>,0.34061363,0.08823529411764706,260.49199999999996,1.8884999999999996,False
ZINC_250K_1645,CCC1CCC(C[NH2+][C@@H]2CCC[C@H]2[C@@H]2CCCC[NH2+]2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E56F28F0>,0.34061313,0.14285714285714285,294.52700000000004,2.050800000000001,False
ZINC_250K_2540,CC(C)[C@@H](C)NC(=O)CSCC[NH3+],<rdkit.Chem.rdchem.Mol object at 0x000001E1E574D310>,0.34061292,0.13432835820895522,205.34699999999998,0.1222000000000007,False
ZINC_250K_6034,CC(C)CNC(=O)C[NH2+]C1C(C)(C)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001E1E589BD80>,0.34061238,0.14925373134328357,227.37199999999996,0.756600000000001,False
ZINC_250K_7656,CC[C@](C)([C@H](O)C(C)(C)C)[NH+]1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E67A0DD0>,0.34061185,0.1111111111111111,228.3999999999999,1.6308999999999996,False
ZINC_250K_9519,O[C@H](c1ccccc1)c1cscc1Br,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6852570>,0.34061113,0.16363636363636364,269.163,3.5923000000000016,False
ZINC_250K_1630,CC[NH+](CC)C[C@H]1CC[NH2+]C1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E56F2180>,0.34061056,0.13333333333333333,158.28899999999996,-1.5055999999999963,False
ZINC_250K_7918,CSc1ccc(/C=C(\C)[N+](=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E67BCC80>,0.3406104,0.15,209.26999999999998,3.046000000000002,False
ZINC_250K_3099,CCCC12C[C@@H]3C[C@@H](CC([NH3+])(C3)C1)C2,<rdkit.Chem.rdchem.Mol object at 0x000001E1E57860A0>,0.34061036,0.15584415584415584,194.34199999999996,2.3674,False
ZINC_250K_9697,CCC[C@@H](C)N1CCC[NH2+]CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6863E60>,0.34060997,0.1125,171.30799999999996,0.4441000000000005,False
ZINC_250K_9922,Nc1noc(-c2ccoc2)c1Br,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6876D50>,0.34060913,0.16071428571428573,229.033,2.2793,False
ZINC_250K_2086,C[C@@H](C(=O)[O-])[C@@H](N[S@](=O)C(C)(C)C)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001E1E571BA00>,0.34060895,0.11827956989247312,262.395,0.8388999999999993,False
ZINC_250K_210,CCC(CC)[S@](=O)CCC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001E1E9727060>,0.34060806,0.12162162162162163,191.27199999999996,0.06369999999999987,False
ZINC_250K_1798,CN(C)C(=S)N(C(=S)N(C)C)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E57031B0>,0.340608,0.18421052631578946,267.423,2.186,False
ZINC_250K_8841,CC(C)(O)CC[NH2+]CC(=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x000001E1E68155B0>,0.34060755,0.13846153846153847,161.20100000000002,-2.539299999999998,False
ZINC_250K_8546,C[C@@H]1C[NH+]([C@@H](C)/C(N)=N/O)C[C@@H]1C,<rdkit.Chem.rdchem.Mol object at 0x000001E1E67F8510>,0.3406069,0.109375,186.279,-0.707999999999998,False
ZINC_250K_1920,CCC(CC)([C@H](O)COC(C)C)[NH+](C)C,<rdkit.Chem.rdchem.Mol object at 0x000001E1E570EB90>,0.34060687,0.14285714285714285,218.361,0.4756000000000012,False
ZINC_250K_8688,CCC1(C[NH2+]CC2(CC(C)C)CCCC2)CC[NH2+]CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6808A50>,0.34060666,0.0963855421686747,282.51599999999996,1.9099000000000006,False
ZINC_250K_4794,[NH3+]CC(=O)c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E5829C40>,0.34060663,0.19642857142857142,154.164,0.2502999999999998,False
ZINC_250K_10053,C[NH+]1CCN(C(=O)Cl)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6886DC0>,0.34060648,0.16981132075471697,163.62799999999996,-0.8244999999999996,False
ZINC_250K_9837,O=C([O-])CC1(C(=O)[O-])CCCCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6874510>,0.34060627,0.16393442622950818,198.2179999999999,-0.7830999999999997,False
ZINC_250K_7972,CCC(C(=O)OC(C)(C)C)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x000001E1E67BE570>,0.34060594,0.1694915254237288,280.2079999999999,3.8491000000000026,False
ZINC_250K_2352,CC[C@H](C)[C@@H]1CCCC[C@H]([NH2+]C)C1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E57338B0>,0.34060577,0.13157894736842105,184.34699999999998,2.1746,False
ZINC_250K_2011,C[NH2+]C[C@H](C)[C@H](C)n1cccn1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E5719770>,0.34060535,0.16666666666666666,168.264,0.27339999999999987,False
ZINC_250K_3421,C[N+]1(/N=C(\[S-])NN)CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E579FD80>,0.34060523,0.12698412698412698,190.27199999999996,-1.2556,False
ZINC_250K_2979,CSCCc1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E577A880>,0.34060436,0.20634920634920634,167.277,2.1742999999999997,True
ZINC_250K_7077,CC[C@H](C[NH2+]C)Cc1nc(C)cs1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6767450>,0.34060353,0.15714285714285714,199.34300000000002,1.21342,False
ZINC_250K_5792,NC(=S)c1n[nH]cc1Br,<rdkit.Chem.rdchem.Mol object at 0x000001E1E588C5F0>,0.34060332,0.12121212121212122,206.06799999999998,0.8063999999999998,False
ZINC_250K_2458,NC(=O)c1ccc([N+](=O)[O-])s1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E5742A40>,0.3406023,0.171875,172.165,0.7552,False
ZINC_250K_5183,CC1(C)C(C[NH2+][C@@H]2CCC[C@@H]2[C@@H]2CCCC[NH2+]2)C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001E1E584DAF0>,0.3406021,0.1095890410958904,280.5,1.5166000000000015,False
ZINC_250K_7668,C=CCn1c(=O)n(CC=C)c(=O)n(CCN2C(=O)C=CC2=O)c1=O,<rdkit.Chem.rdchem.Mol object at 0x000001E1E67A13F0>,0.340602,0.13793103448275862,332.31600000000003,-1.531299999999998,False
ZINC_250K_6333,O=C(C1CCCC1)N1CCCCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E58BD000>,0.3406018,0.20689655172413793,195.30599999999995,2.579200000000001,False
ZINC_250K_7980,O=[N+]([O-])c1[nH]c(Br)nc1I,<rdkit.Chem.rdchem.Mol object at 0x000001E1E67BEA40>,0.34060135,0.10526315789473684,317.868,1.685,False
ZINC_250K_6463,CC1CCN(/C(N)=[NH+]/C2CC2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E58D0DD0>,0.34060052,0.18571428571428572,182.29099999999994,-0.7239999999999986,False
ZINC_250K_3483,CC1(C)CCCC[C@H]1[NH+]1CCCC[C@@H]1CC[NH3+],<rdkit.Chem.rdchem.Mol object at 0x000001E1E57A9B60>,0.34060022,0.11267605633802817,240.43499999999995,1.0246000000000017,False
ZINC_250K_6190,C[NH+](C)CCCC[NH2+][C@@H]1CC(C)(C)OC1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001E1E58B09E0>,0.3406,0.10843373493975904,244.423,-0.17939999999999645,False
ZINC_250K_4331,NC1=c2cc(Br)ccc2=[NH+]C1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E57F7A00>,0.34059995,0.1323529411764706,212.07,-1.7701999999999996,False
ZINC_250K_1178,C[C@H]1CC(N)=C(C#N)C1(C#N)C#N,<rdkit.Chem.rdchem.Mol object at 0x000001E1E978C580>,0.34059992,0.14035087719298245,172.191,0.7961400000000001,False
ZINC_250K_9562,Cc1cscc1[C@H]([NH3+])c1cc(F)cc(F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6853A00>,0.34059986,0.13793103448275862,240.29799999999997,2.6660200000000005,False
ZINC_250K_4822,CSCC[NH2+]Cc1nc(C)c(C)s1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E582A8F0>,0.34059948,0.12,217.383,1.1863399999999997,False
ZINC_250K_1346,COC[C@H](C)Cc1nnc(C[NH3+])o1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E97998C0>,0.3405988,0.13636363636363635,186.235,-0.36349999999999943,False
ZINC_250K_878,CC(C)CNC(=O)[C@](C)(N)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x000001E1E9767060>,0.34059876,0.17391304347826086,212.21499999999992,1.0383,False
ZINC_250K_8949,CC1(C)CCC(O)(C[NH2+][C@@H]2CSCCC2(C)C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E681CA50>,0.34059858,0.12048192771084337,286.50500000000005,2.4128000000000007,False
ZINC_250K_1813,COC[C@](C)(O)C1(C#N)CCCC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E5703920>,0.34059837,0.1694915254237288,183.25099999999995,1.46778,False
ZINC_250K_9854,CCC1CCC(C[NH3+])([NH+](C)[C@@H](C)CC)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E6874CF0>,0.34059787,0.15625,228.42399999999998,0.8805000000000021,False
ZINC_250K_3771,CCN(CC(N)=S)C(=O)OC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001E1E57C6880>,0.34059766,0.15384615384615385,218.32199999999997,1.5295000000000003,False
ZINC_250K_1252,CCN(CC)c1ccc(N)c(N)[nH+]1,<rdkit.Chem.rdchem.Mol object at 0x000001E1E978E8F0>,0.34059748,0.11864406779661017,181.26299999999998,0.5113000000000001,False
