row_idx,smiles,is_valid,is_empty,is_multifragment,looks_like_salt,missing_stereo,aromatic_inconsistency,file,dataset
10,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
11,[C@H]1([C@@H]([C@H]([C@@H]([C@H]([C@@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
12,C1=CC=C(C=C1)NC(=O)N,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
13,CCN1C2=CC=CC=C2NC1=O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
14,C1=CC(=C(C2=NC(=O)C(=C21)NO)Cl)Cl,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
15,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2COC(=O)[C@@H]4[C@@]3(C[C@H]([C@H](C4)O)O)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
16,COCC(=O)N[C@@H](CC1=CC=C(C=C1)C2=CC(=CC(=C2)Cl)Cl)[C@@H]([C@H](C(=O)O)O)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
17,C[C@@H]1C(=O)N(CCN1CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5Cl)C=C4)C,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
18,CN(CCOC1=CC=C(C=C1)C2CCN(CC2)C3=NN4C(=NN=C4OC)C=C3)C5=NN6C(=NN=C6OC)C=C5,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
19,C1CC(=O)NC(=O)[C@H]1N2CC3=C(C2=O)C=CC=C3N,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
20,CC1=C(C=C(C=C1)NC(=O)NCC2=CC3=C(C=C2)C(=O)N(C3)[C@H]4CCC(=O)NC4=O)Cl,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
21,CC1=C(C=CC=C1C2=CC=CC=C2)COC3=C(C=C(C=C3)CN4CCCC[C@@H]4C(=O)O)Br,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
22,CC1=C(C=CC=C1C2=CC=CC=C2)COC3=NC(=C(C=C3)CNCCNC(=O)C)OC,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
23,CC(C)CC(=O)C1=C(NC2=C(C=CC(=C2C1=O)[N+](=O)[O-])Cl)NC3=C(C=C(C=C3)Cl)Cl,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
24,CN(C)CC1=CNC2=C1C=C(C=C2)OCC3=CC=CC=C3,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
25,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
26,CC[C@H](CC1=CC=CC=C1)[C@@H]2/C=C/C/C=C/C[C@H]([C@@H]([C@H]([C@@H]3CC[C@H]([C@@](O3)(C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)O)C)C)O)C,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
27,CC1=C2C(=CNC2=C(C=C1)NS(=O)(=O)C3=CC=CC(=C3)C#N)C#N,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
28,C1=CC(=C(C=C1Cl)Cl)C(=O)NS(=O)(=O)C2=CC=C(S2)Br,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
29,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
30,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=C(C=C3)C4=CC=CC=N4,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
31,CC1=C2C(=CNC2=C(C=C1)NS(=O)(=O)C3=CC=C(C=C3)CN)C#N,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
32,c1cc(ccc1C(C(=O)NCc2ccc3c(c2)CN(C3=O)[C@H]4CCC(=O)NC4=O)(F)F)Cl,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
33,C[C@@H]1C[C@@H](CN(C1)C2=NC=C(C(=N2)NC3=CC4=C(C=C3)N(C(=O)C(=C4)OCC(=O)NC)C)Cl)C,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
34,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
35,CCN(CC)C1=C(C=C(C=C1)C2=NNC(=O)C[C@H]2C)[N+](=O)[O-],True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
36,C1CN2C(=CC3=C(C2=O)C=NC=C3)C4=C1C5=CC=CC=C5N4,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
37,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
38,CCNC(=O)C1(CCN(CC1)C(=O)COC)CC2=CC=C(C=C2)C3=CC(=CC(=C3)Cl)Cl,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
39,CCCCCC1=CC(=C(C(=C1)O)[C@@H]2C=C(CC[C@H]2C(=C)C)C)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
40,CC1=C2C(=CNC2=C(C=C1)NS(=O)(=O)C3=CC=C(C=C3)CNC(=O)C4=CC=C(C=C4)C5=CC=C(C=C5)C6=N[C@H](C7=NN=C(N7C8=C6C(=C(S8)C)C)C)CC(=O)OC)C#N,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
41,CCC(=O)NC[C@H](CC1=CC=C(C=C1)OCCC2=C(OC(=N2)C3=CC=CC=C3)C)N/C(=C\C(=O)C4=CC=C(C=C4)C(F)(F)F)/C,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
42,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3([C@H](CC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(C)(C)C=C)O)OC(=O)C)O)[C@H](C)COC(=O)C)O)C)COC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
43,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(COC)OC)C5=CC=C(C=C5)/C=N/O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
44,C1=CC(=C(C=C1Cl)Cl)OCC(=O)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
45,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
46,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
47,C[C@@H]1[C@@H]\2CC[C@@](/C2=C/[C@]3(CCC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@@H]5[C@]6([C@@H](O4)COC)O[C@H](O5)[C@](O6)(C)CCOC=O)O)C(C)C)C)(COC)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
48,CC1(CC=C(C2=C1C=CC(=C2)/C=C/C3=CC=C(C=C3)C(=O)O)C#CC4=CC=CC=C4)C,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
49,CC(C)C[C@@H](C(=O)O)NC(=O)[C@@H]([C@@H](CC1=CC=CC=C1)N)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
50,c1ccc(cc1)C(=O)C2=C(C(=O)N([C@H]2c3ccc(cc3)[N+](=O)[O-])c4ccc(c(c4)C(=O)O)O)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
51,COCC(=O)CCCC(O)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
52,CC[C@@H]1C[C@H]2[C@H](CCC2=O)[C@H](C1)C(=O)N[C@]3(C[C@@H]3CC)C(=O)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
53,CC/C=C\C[C@H]1[C@H](CCC1=O)CC(=O)N[C@@H]([C@@H](C)CC)C(=O)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
54,CC(C)C1=C2[C@H]([C@@H](C(=C)[C@@H]3CC[C@@]([C@H]3C[C@]2(CC1)C)(COC)O)O)O[C@@H]4[C@H]([C@@H]5[C@]6([C@H](O4)COC)O[C@H](O5)[C@](O6)(C)[C@@H]7CO7)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
55,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3([C@H](CC(=C3[C@H]([C@@H]1O)O)[C@H](C)COC(=O)C)O)C)COC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
56,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3([C@H](CC(=C3[C@H]([C@@H]1O)O)C(C)C)O)C)COC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
57,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3([C@@H]4[C@@H](CCO4)C(=C3[C@H]([C@@H]1O)O[C@@H]5[C@@H]([C@H]([C@H]6[C@H](O5)COC(O6)(C)C)O)O)C(C)C)C)COC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
58,C[C@@H]1[C@@H]\2CC[C@@](/C2=C/[C@]3(CCC(=C3[C@H]([C@@H]1O)O)C(C)C)C)(COC)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
59,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3(CCC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@@H]([C@H]([C@H](O4)CO)O)O)O)C(C)C)C)CO,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
60,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3(CCC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(C)C)C)COC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
61,C[C@@H]1[C@@H]\2CC[C@@](/C2=C/[C@]3(CCC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@@H]5[C@]6([C@H](O4)COC)O[C@H](O5)[C@](O6)(C)[C@@H]7CO7)O)C(C)C)C)(COC)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
62,C1=CC(=C(C=C1C(=O)N/N=C/C2=C(C=C(C=C2)Cl)Cl)O)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
63,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3(CCC(=C3[C@H]([C@@H]1O)O[C@H]4[C@@H]([C@H]([C@H]5[C@H](O4)COC(O5)(C)C)O)O)C(C)C)C)COC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
64,C1[C@@H]2C3=CC=CC=C3[C@H]1C4=CC5=C(C=C24)[C@H]6C[C@@H]5C7=C6C(=C8[C@H]9C[C@@H](C8=C7OP(=O)(O)O)C1=C9C=C2[C@H]3C[C@@H](C2=C1)C1=CC=CC=C31)OP(=O)(O)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
65,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3([C@H](CC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(C)(C)C=C)O)O)O)[C@H](C)CNC(=O)C)O)C)COC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
66,C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=C(C2=O)C(=CC=C3)N,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
67,C1=CC=C(C(=C1)OC2=C(C=CC=C2NC(=O)C3=CC=C(NC3=O)C(F)(F)F)C(=O)O)F,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
68,C1=CC(=CC(=C1)NC(=O)C2=C(C=C(NC2=O)C(F)(F)F)SC3=C(C=CC=C3Cl)Cl)C(=O)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
69,C1=CC=C(C=C1)OC2=C(C(=O)NC(=C2)C(F)(F)F)C(=O)NC3=CC=CC(=C3)C(=O)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
70,C1=CC(=CC(=C1)NC(=O)C2=CC=C(NC2=O)C(F)(F)F)C3=NNN=N3,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
71,C[C@@H]1[C@@H]\2CC[C@@H](/C2=C/[C@]3([C@H](CC(=C3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(C)(C)C=C)O)O)O)[C@H](C)CNC(=O)C5CC5)O)C)COC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
72,c1ccc(cc1)C(=O)C2=C(C(=O)N([C@@H]2c3ccc(cc3)[N+](=O)=O)c4ccc(c(c4)C(=O)O)O)O,False,False,False,False,False,True,mgtbind_compounds.csv,mgtbind
73,C1=CC=C(C=C1)/C(=C/2\[C@H](N(C(=O)C2=O)C3=CC(=C(C=C3)O)C(=O)O)C4=CC=C(C=C4)[N+](=O)[O-])/N,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
74,C[C@@H]1[C@@H]2CC[C@@H]([C@H]2C[C@]3(CC[C@H]([C@@H]3[C@H]([C@@H]1O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(C)C)C)COC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
75,C1=CC=C(C=C1)CCNC(=O)COC2=CC=CC=C2P(=O)(O)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
76,C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=CC=CC=C3C2=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
77,C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=C(C2=O)C=C(C=C3)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
78,Cc1ccc(cc1Cl)NC(=O)CCc2cccc(c2)NC3=CC(=O)N(C3=O)[C@H]4CCC(=O)NC4=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
79,C1CC(=O)NC(=O)[C@H]1N2CC3=C(C2=O)C=CC(=C3)C4CCN(CC4)CC5=CC=CC=C5,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
80,CN(C)CCSSCCC(=O)N1CCC(CC1)(C2=CC(=C(C=C2)Cl)C(F)(F)F)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
81,CN(C)CCSSCCC(=O)N1CCC(CC1)(C2=CC(=CC=C2)C(F)(F)F)O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
82,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)C2=CC(=C(C(=C2)Cl)O)Cl,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
83,CN(C)CCSSCCNC(=O)[C@H]1CCCN(C1)C(=O)C2=C(C(=CC(=C2)Cl)Cl)N,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
84,C[C@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)N3CCC(CC3)C(=O)NCCSSCCN(C)C,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
85,CC(C)(C(=O)N1CCC(CC1)C(=O)NCCSSCCN(C)C)OC2=CC=C(C=C2)Cl,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
86,C1CC(=O)NC(=O)[C@H]1N2CC3=C(C2=O)C=CC=C3OCC4=CC=C(C=C4)CN5CCN(CC5)C6=C(C=C(C=C6)C#N)F,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
87,C1CC(=O)NC(=O)[C@H]1N2CC3=C(C2=O)C=CC=C3OCC4=CC=C(C=C4)CN5CCOCC5,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
88,CCn1c2ccc-3cc2c(c1c4cc(cnc4[C@H](C)OC)N5CCN(CC5)C6CC6)CC(COC(=O)[C@@H]7CCCN(N7)C(=O)[C@H](Cc8nc3cs8)NC(=O)C9[C@H]1[C@@H]9COC1)(C)C,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
89,CN[C@@H]1[C@@H](N(C2C=C3CN(C(=O)C3=CC=2)C2CCC(NC2=O)=O)C)CCCC1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
90,CN(C1C=C2C(=O)N(C3C(=O)NC(=O)CC3)C(=O)C2=CC=1)[C@H]1CCCC[C@@H]1NC,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
91,C1(N2[C@@H]3CC[C@H]2[C@H](NCC)CC3)=CC2C(N(C(C=2C=C1)=O)C1C(=O)NC(=O)CC1)=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
92,CC(NC1N2C(C=CC=C2)=NC=1C1C=C2CN(C3C(=O)NC(=O)CC3)C(=O)C2=CC=1)(C)C,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
93,c1ccc2c(c1)c(no2)Nc3ccc4c(c3)CN(C4=O)[C@H]5CCC(=O)NC5=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
94,CC(NC1N2C(C=CC=C2)=NC=1C1C=C2CN(C(C2=CC=1)=O)C1C(=O)N(C)C(=O)CC1)(C)C,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
95,C1C=CN2C(=NC(C3C=C4CN(C(C4=CC=3)=O)C3C(=O)NC(=O)CC3)=C2NC2C=CC3OCCOC=3C=2)C=1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
96,COC1C=CC2N3C(SC=2C=1)=NC(C1C=C2CN(C(C2=CC=1)=O)C1C(=O)NC(=O)CC1)=C3NCC1C=CC=CC=1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
97,CC(NC1N2C(C=CC=C2)=NC=1C1C=C2C(N(C(C2=CC=1)=O)C1C(=O)NC(=O)CC1)=O)(C)C,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
98,CC(NC1N2C(C=CC=C2)=NC=1C1C=C2C(CN(C2=O)C2C(=O)NC(=O)CC2)=CC=1)(C)C,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
99,C1C=CN2C(=NC(N)=C2C(C2C=C3CN(C(C3=CC=2)=O)C2C(=O)NC(=O)CC2)=O)C=1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
100,N1C(=O)C(N2C(=O)C3C=CC(C4=C(Cl)N5C=CC=CC5=N4)=CC=3C2)CCC1=O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
101,N1C(=O)C(N2C(=O)C3C=CC(C4=C(N)N5C=CC=CC5=N4)=CC=3C2)CCC1=O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
102,N1C(=O)C(N2C(=O)C3C=CC(C4=C(NC5C=CC=CC=5)N5C=CC=CC5=N4)=CC=3C2)CCC1=O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
103,N1C(=O)C(N2C(=O)C3C=CC(C4=C(NC56CC7CC(CC(C7)C5)C6)N5C=CC=CC5=N4)=CC=3C2)CCC1=O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
104,N1C(=O)C(N2C(=O)C3C=CC(C4=C(NC(CC(C)(C)C)(C)C)N5C=CC=CC5=N4)=CC=3C2)CCC1=O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
105,N1C(=O)C(N2C(=O)C3C=CC(C4=C(NC(CC(C)(C)C)(C)C)N5C=CC=CC5=N4)=CC=3C2=O)CCC1=O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
106,N1C(=O)C(N2C(=O)C3C=CC(C4=C(NC(CC(C)(C)C)(C)C)N5C(C)=CC=CC5=N4)=CC=3C2=O)CCC1=O,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
107,C1C(CNC2C=C3C(N(C(C3=CC=2)=O)C2C(=O)NC(=O)CC2)=O)CCC(C(N2CCC(N3N=C(C4C=CC5OC(N)=NC=5C=4)C4C(N)=NC=NC3=4)CC2)=O)C1,True,False,False,False,True,False,mgtbind_compounds.csv,mgtbind
108,CC(C)(C)OC(C[C@@H]1N=C(C2C=CC(NC(C3C=C(Cl)C(S(=O)O)=CC=3)=O)=CC=2)C2C(C)=C(SC=2N2C1=NN=C2C)C)=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
109,CC(C)(C)OC(C[C@@H]1N=C(C2C=CC(NC(C3C=C(Cl)C(S(=O)O)=C(Cl)C=3)=O)=CC=2)C2C(C)=C(SC=2N2C1=NN=C2C)C)=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
110,CC1=C(SC=N1)C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCC4CCN(CC4)C5=NC(=NC(=N5)N(C)CC6=C(N(N=C6C)C)C)N(C)CCC(=O)NC7CC7)O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
111,C#CCN1C(=O)CN(C2N=C(N(CCC(NC3CC3)=O)C)N=C(N3CCC(CCC(N[C@@H](C(C)(C)C)C(N4[C@H](C(NCC5C=CC(C6SC=NC=6C)=CC=5)=O)C[C@@H](O)C4)=O)=O)CC3)N=2)CC1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
112,CC1N=CSC=1C1C=CC(CNC([C@H]2N(C([C@@H](NC(CCC3CCN(C4N=C(N(CC5NC(=O)C=CC=5)C)N=C(N(CCC(NC5CC5)=O)C)N=4)CC3)=O)C(C)(C)C)=O)C[C@H](O)C2)=O)=CC=1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
113,CC1=C(C2=CC=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCC4CCN(CC4)C5=NC(=NC(=N5)N(C)CCC6=CC=CC(=C6)C#N)N(C)CCC(=O)NC7CC7)O)SC=N1,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
114,C#CCOC1=CC(=CC=C1)CNC2=NC(=NC(=N2)N(C)CCC(=O)NC3CC3)N4CCC(CCC(=O)N[C@H](C(=O)N5C[C@@H](CC5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)O)C(C)(C)C)CC4,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
115,C#CCN1CCN(CC1=O)C2=NC(=NC(=N2)N(C)CCC(=O)NC3CC3)N4CCC(CC4)CC(=O)N[C@H](C(=O)N5C[C@@H](CC5C(=O)NCC6=CC=C(C=C6)C7=C(C)N=CS7)O)C(C)(C)C,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
116,[H][C@@]12CCCC1(CO)CCN2c8nc(N6CCC(CCC(=O)N[C@H](C(=O)N3C[C@H](O)CC3C(=O)NCc5ccc(c4scnc4C)cc5)C(C)(C)C)CC6)nc(N7CCN(CC(=O)NC)CC7)n8,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
117,Cc1ncsc1c8ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCC7CCN(c6nc(NC4(/C3=N/CCN3C)CCC4)nc(N(C)CCC(=O)NC5CC5)n6)CC7)C(C)(C)C)cc8,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
118,CC#CCN(C)c7nc(N4CCC(CCC(=O)N[C@H](C(=O)N1C[C@H](O)CC1C(=O)NCc3ccc(c2scnc2C)cc3)C(C)(C)C)CC4)nc(N5CC[C@@]6(CO)CCCC56)n7,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
119,Cc1ncsc1c8ccc(CNC(=O)C2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCC7CCN(c6nc(N(C)CCC(=O)NC3CC3)nc(N4CC[C@@]5(CO)CCCC45)n6)CC7)C(C)(C)C)cc8,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
120,C#CCN7CCN(c6nc(NCc4ccc(C(=O)N[C@H](C(=O)N1C[C@H](O)CC1C(=O)NCc3ccc(c2scnc2C)cc3)C(C)(C)C)cc4)nc(N(C)CCC(=O)NC5CC5)n6)CC7=O,True,False,False,False,False,False,mgtbind_compounds.csv,mgtbind
