dedup_index,inchi_key,nn_tanimoto,leakage_flag_95,leakage_flag_85
15310,OIJBFSQXAWMJOL-UHFFFAOYSA-N,0.835820895522388,False,False
15309,HMFFLNBBFIDBPA-UHFFFAOYSA-N,0.75,False,False
15308,WAIDZZYEHCKGGQ-UHFFFAOYSA-N,0.7868852459016393,False,False
15307,NQPBRYLQFXDGDK-UHFFFAOYSA-N,0.8166666666666667,False,False
15306,YRBOSWSFBWHYIK-UHFFFAOYSA-N,0.7230769230769231,False,False
15305,SKKYYFZGNQOQFI-UHFFFAOYSA-N,1.0,True,True
15304,VBGWUVUXDSEOEU-UHFFFAOYSA-N,0.8214285714285714,False,False
15303,IQFJYBXTERMEMV-UHFFFAOYSA-N,1.0,True,True
15302,FPKNASGCNXBVFS-UHFFFAOYSA-N,0.8909090909090909,False,True
15301,XSHAPCAXPWIMDN-UHFFFAOYSA-N,1.0,True,True
15300,XXJDKOPXHSTEEV-UHFFFAOYSA-N,1.0,True,True
15299,HKQXTORGXDGFIQ-UHFFFAOYSA-N,1.0,True,True
15298,IVMUUHKIZMAKOC-UHFFFAOYSA-N,1.0,True,True
15297,LXQCSUAOHRTKPP-HSTJUUNISA-N,1.0,True,True
15295,AJUZTJBGJWQZFW-UHFFFAOYSA-N,1.0,True,True
15294,CTYXWAIDGBLXFF-UHFFFAOYSA-N,0.7704918032786885,False,False
15293,BJDFGBAKSIPSGF-UHFFFAOYSA-N,1.0,True,True
15292,VQPIOHOYLWDBNO-UHFFFAOYSA-N,0.704225352112676,False,False
15291,PVOUEWNQSMSMGF-UHFFFAOYSA-N,0.7846153846153846,False,False
15290,SGNPEGYTXUDJFM-UHFFFAOYSA-N,0.8448275862068966,False,False
15288,WPPPYHIBKUHPLB-UHFFFAOYSA-N,1.0,True,True
15285,UCPCJPWMCSITTJ-UHFFFAOYSA-N,1.0,True,True
15284,MNOPHTXOYIDKKA-UHFFFAOYSA-N,1.0,True,True
15283,PLMBAGJVTDAZPX-UHFFFAOYSA-N,1.0,True,True
15282,CIVWAWPQWLUMPF-UHFFFAOYSA-N,1.0,True,True
15281,XHFMAWKVKSEQSG-UHFFFAOYSA-N,1.0,True,True
15280,PWHZCKUFWZTRSL-FNQVYPPCSA-N,1.0,True,True
15279,AZZRVKDGMPPSEI-NCEPMUHYSA-N,1.0,True,True
15278,MLZMEZMHOHRTTN-JCHZNZEOSA-N,1.0,True,True
15277,NDWDMMGMIRPZHX-VMZLPSRASA-N,1.0,True,True
15276,NDWDMMGMIRPZHX-UTYLNVFUSA-N,1.0,True,True
15275,BJMMFLDTBVGHPK-VVEAPULLSA-N,1.0,True,True
15274,KUALBFMUGPQKGY-DKXWPYLSSA-N,1.0,True,True
15273,PWHZCKUFWZTRSL-XSSWLBODSA-N,1.0,True,True
15272,HVLRUQCLJJLDTO-DEWJTGPOSA-N,1.0,True,True
15271,UMAQXSSVGZFAFW-QEMLJHNWSA-N,1.0,True,True
15269,RVSMOGBVQMMDGI-YWJOTKCDSA-N,1.0,True,True
15268,KUALBFMUGPQKGY-JBUCIZAMSA-N,1.0,True,True
15267,GXJXMUIRRLPWAR-JCHZNZEOSA-N,1.0,True,True
15266,PYGNREUCCKZLHN-PLYLYKGUSA-N,1.0,True,True
15265,NWKMGZVLSBGFKA-WIABVSTJSA-N,1.0,True,True
15264,NWKMGZVLSBGFKA-JAZHDRERSA-N,1.0,True,True
15263,WRIOIKMRYKSUOQ-FXDYGKIASA-N,1.0,True,True
15261,BVKFLBNXIQVXHW-FNPAGISBSA-N,1.0,True,True
15260,YUKCCZRRUXFBCO-CEBUJLNPSA-N,1.0,True,True
15259,LPQYVZOQLBYPFI-AWZJVSRPSA-N,1.0,True,True
15258,XPEIMWGKYSNCEC-CZWSTGFNSA-N,1.0,True,True
15257,XPEIMWGKYSNCEC-PMWNSHPQSA-N,1.0,True,True
15256,LPQYVZOQLBYPFI-IRKIVABCSA-N,1.0,True,True
15255,YJIHRTUYFCBVOA-QLMXRQDHSA-N,1.0,True,True
15254,QYHAUGJASGGCDL-LMUZMDBKSA-N,1.0,True,True
15253,GAOJIXFCQSVZHE-OERQIQHUSA-N,1.0,True,True
15252,JXHZUXHZKIWABU-WUBHUQEYSA-N,1.0,True,True
15251,UOIOKMUOVOPYTB-YARKEONHSA-N,1.0,True,True
15250,ZXTKIMIUTIWBFW-OZEVUELHSA-N,1.0,True,True
15249,ZXTKIMIUTIWBFW-CZKNKUHGSA-N,1.0,True,True
15248,BTXYPQIJGHLIRY-DEHGSCIJSA-N,1.0,True,True
15247,BTXYPQIJGHLIRY-GLVHUDOTSA-N,1.0,True,True
15246,GPCLPBAWDMWHAZ-BDWXYOHUSA-N,1.0,True,True
15245,GPCLPBAWDMWHAZ-XFLGVMGLSA-N,1.0,True,True
15244,FFRGXXXMZWRPOT-QUWDGAPNSA-N,1.0,True,True
15243,ZRBMXOLHCMZIHR-FVJSTVBYSA-N,1.0,True,True
15242,ZRBYNCYPTDIPPN-CHQVSRGASA-N,1.0,True,True
15241,ZRBMXOLHCMZIHR-NKCJRBOESA-N,1.0,True,True
15239,ZRBMXOLHCMZIHR-KWTIXWLSSA-N,1.0,True,True
15238,GCRMNKSIEKIHGI-ZZHFZYNASA-N,1.0,True,True
15237,OPNPBQOHAOOACS-QUWDGAPNSA-N,1.0,True,True
15236,QJXLECJUQVWBEI-BXXZMZEQSA-N,1.0,True,True
15235,ZNWFZVVCBDOWBN-XTKMTONTSA-N,0.8941176470588236,False,True
15234,CITDQLWMSNZXTA-ALLRNTDFSA-N,1.0,True,True
15233,RXSABFRFZRMPFM-ZZHFZYNASA-N,1.0,True,True
15232,MEZLZYQNWIUBOC-DNSVSACFSA-N,1.0,True,True
15231,OWQKNARRMAQFGN-TUWWEXQZSA-N,1.0,True,True
15230,PRCLPUTUQLATPP-COZDELPKSA-N,1.0,True,True
15229,TUYQTXVRTLUUSW-BXXZMZEQSA-N,1.0,True,True
15228,IYSOWBNZUKPBHM-FTYWDDMFSA-N,1.0,True,True
15227,RFCARACAVWNLOX-AMWOSJAMSA-N,1.0,True,True
15226,OWQKNARRMAQFGN-ZRUXRWDSSA-N,1.0,True,True
15225,UEJRVMUAQAXOOL-BVOOQYFDSA-N,1.0,True,True
15224,XETXWKBRRKFDPQ-XADRRFQNSA-N,1.0,True,True
15223,XWKLJACECAXOOB-BXXZMZEQSA-N,1.0,True,True
15222,JVONGNRSUBPGIK-XEGCMXMBSA-N,1.0,True,True
15221,NBCZZIKGNYWTBD-LFQPHHBNSA-N,1.0,True,True
15220,QNCAOQVSXGNWOH-OWJIYDKWSA-N,1.0,True,True
15219,LEHRGVXJYSBQIH-XADRRFQNSA-N,1.0,True,True
15218,JLBGDXVJUBTCBB-OWJIYDKWSA-N,0.8513513513513513,False,True
15217,UJEXBWHAGANPEY-LFQPHHBNSA-N,1.0,True,True
15216,PCSNQBKXCZLQJH-DCCUJTHKSA-N,1.0,True,True
15215,RYZGTLNUBLGFPS-ALLRNTDFSA-N,1.0,True,True
15214,PLLOZCSCDAWSTM-BWDMCYIDSA-N,1.0,True,True
15213,WBQFKGBXFKTBNF-XADRRFQNSA-N,1.0,True,True
15212,KOGFHQDUVBKWCM-ZZHFZYNASA-N,1.0,True,True
15211,DJSFPVGHSZTXFE-ZZHFZYNASA-N,1.0,True,True
15210,NKEVYZZKMYOPHG-QODXOHEASA-N,1.0,True,True
15209,DOUPUGBYBRYULT-QFCCLOIZSA-N,1.0,True,True
15208,AWZPCKDWNGQBJG-AJZOCDQUSA-N,1.0,True,True
15207,ZMXYLLAKUJYRER-ZZHFZYNASA-N,1.0,True,True
15206,IYSOWBNZUKPBHM-MOPDZAMPSA-N,1.0,True,True
15205,HGWFUXCAIUERJH-NINWBTTQSA-N,0.8513513513513513,False,True
15204,VKYJJCVSVSFXCL-YDNXMHBPSA-N,1.0,True,True
15203,VLOQYWCTACIXTQ-AJZOCDQUSA-N,1.0,True,True
15202,URYQZJAFYJWRLK-XEGCMXMBSA-N,1.0,True,True
15201,OYDOUFSJKMGMOC-HSTJUUNISA-N,1.0,True,True
15200,PCZNEEZYKAKIGV-HSTJUUNISA-N,1.0,True,True
15199,BIRHJZFZJUPXSK-OWJIYDKWSA-N,1.0,True,True
15198,MWCCAWVAKWJOOU-XEGCMXMBSA-N,1.0,True,True
15197,WSGSBPOGDUNZQB-AIBWNMTMSA-N,1.0,True,True
15196,GAPMRULXLHTMTN-HSTJUUNISA-N,1.0,True,True
15195,JUXIVJITZJESIZ-AJZOCDQUSA-N,1.0,True,True
15194,FYXKTAXGCCAQIQ-AJZOCDQUSA-N,1.0,True,True
15193,FSFLCEDQPVIVLM-BBQAJUCSSA-N,1.0,True,True
15192,NGXPWGQECBTPBZ-XEGCMXMBSA-N,1.0,True,True
15191,VGAZKSCPKZSLAL-AJZOCDQUSA-N,1.0,True,True
15190,MOXXIYADXWHJBU-ZZHFZYNASA-N,1.0,True,True
15189,DVZYICXFQADUFZ-HXBUSHRASA-N,1.0,True,True
15188,JOWKDDGLNQCMSG-DCCUJTHKSA-N,0.918918918918919,False,True
15187,HPJNASDAMNBXAY-VFEGMVRJSA-N,1.0,True,True
15186,HPJNASDAMNBXAY-NCEPMUHYSA-N,1.0,True,True
15185,LURPFXJYZJHXOA-YDNXMHBPSA-N,1.0,True,True
15184,LCPBIPSWEPBMBD-HSTJUUNISA-N,1.0,True,True
15182,YWDIWDBEKVQTNV-ZQRQZVKFSA-N,1.0,True,True
15181,PRIWNMBANHOZJL-AJZOCDQUSA-N,1.0,True,True
15180,XJPIZMUFFNUVIC-YMXDCFFPSA-N,1.0,True,True
15179,XUYHJXLLQPZKLR-XEGCMXMBSA-N,1.0,True,True
15178,JJERDKDZWYWIPL-YDNXMHBPSA-N,1.0,True,True
15177,QAFWYGDEIJIYIH-ZQRQZVKFSA-N,0.7721518987341772,False,False
15175,YDQYYJDUJOEXSL-YMXDCFFPSA-N,1.0,True,True
15174,JXSKNNCWVRDDTE-AIBWNMTMSA-N,1.0,True,True
15173,MEZLZYQNWIUBOC-WAKFKJCDSA-N,1.0,True,True
15172,UXLDIYQLOUHYTL-PKMDPOOCSA-N,1.0,True,True
15171,BYPYGMNGALDGJR-AIBWNMTMSA-N,1.0,True,True
15170,CWSXAPVDBKNCBE-AJZOCDQUSA-N,1.0,True,True
15169,JYYLRFFEHDNCCR-WBUXBCECSA-N,0.782051282051282,False,False
15168,FHZIGKMHOAWTLH-GMMLNUAGSA-N,1.0,True,True
15167,QPTGCGJDMZNHEU-BXXZMZEQSA-N,1.0,True,True
15166,NULLFHRPBVYDBB-BXXZMZEQSA-N,1.0,True,True
15165,YMUIQRBBYZRQSK-ALLRNTDFSA-N,1.0,True,True
15164,IYWDMZQMORGRHD-XEGCMXMBSA-N,1.0,True,True
15163,IBBKNFBNPOIWKJ-CBURGOJUSA-N,1.0,True,True
15160,YNLNPAWSGMAECW-XADRRFQNSA-N,1.0,True,True
15159,NCAQLEALRBGTAE-SFHVURJKSA-N,0.6829268292682927,False,False
15158,PMRHJYAGCCFQDG-QHELBMECSA-N,1.0,True,True
15157,LMCDKKQFFFHXGO-QHELBMECSA-N,1.0,True,True
15156,BYEFLCLXJCSGSP-HSTJUUNISA-N,1.0,True,True
15155,IBBKNFBNPOIWKJ-XLXODUMSSA-N,1.0,True,True
15154,UNMSUQQNZGIORS-XEGCMXMBSA-N,1.0,True,True
15153,HKPIDWAGDRQTBK-XEGCMXMBSA-N,1.0,True,True
15152,CEVKILTXTGNYIR-DCCUJTHKSA-N,1.0,True,True
15151,GTMRTNVHOYIYCU-XADRRFQNSA-N,1.0,True,True
15150,IHQVFDRFGKEMGH-RPKKJAIRSA-N,1.0,True,True
15149,XPPQYOYKAJRUDH-ZZHFZYNASA-N,1.0,True,True
15148,COGATSKIXDCOAK-DCCUJTHKSA-N,1.0,True,True
15147,ITSNWFKNHQXVEJ-QHELBMECSA-N,1.0,True,True
15146,SDEGQIIFTLAMLN-GXZRRXAUSA-N,1.0,True,True
15145,SDEGQIIFTLAMLN-OJBIZCRPSA-N,1.0,True,True
15144,SNQHXRSXAIDBPR-XADRRFQNSA-N,1.0,True,True
15143,GFTUDZKGXAXRLM-BWDMCYIDSA-N,1.0,True,True
15142,ZHYONRNVLDVUDI-ZZHFZYNASA-N,1.0,True,True
15141,OSRSSWSAQAIDNW-XEGCMXMBSA-N,1.0,True,True
15140,UUWAVBCLYFHITP-QHELBMECSA-N,1.0,True,True
15139,MVZFCHIWOLYADS-CHQVSRGASA-N,1.0,True,True
15138,IFCDOQXMWLOANO-QASNXKAYSA-N,1.0,True,True
15137,YKXFZVNJGWTXRN-JINQPTGOSA-N,1.0,True,True
15136,JIFVYJAOWGQNAD-XEGCMXMBSA-N,1.0,True,True
15135,XTEMOVPFUZBFLG-QHELBMECSA-N,1.0,True,True
15133,HZDDYHGKQMFNQH-XADRRFQNSA-N,1.0,True,True
15132,HACXWZZHPGMCEC-BWDMCYIDSA-N,1.0,True,True
15131,LNUOIDQAHQOSIP-QHELBMECSA-N,1.0,True,True
15130,ZVBLYTIRLKMICU-XADRRFQNSA-N,1.0,True,True
15129,UTPQSOIFCIJOFJ-ZZHFZYNASA-N,1.0,True,True
15128,LZPITZNSBKRWQD-AJZOCDQUSA-N,1.0,True,True
15127,DDWZPQDPSAABDD-LFQPHHBNSA-N,1.0,True,True
15126,ILEQFOKSPVYQOJ-BWDMCYIDSA-N,1.0,True,True
15125,PRORMVUJRRMQAI-XEGCMXMBSA-N,1.0,True,True
15124,NWDPBHHBSVEHDD-CHQVSRGASA-N,1.0,True,True
15123,CAFOMJZNKAHGKH-AJZOCDQUSA-N,1.0,True,True
15122,CNINVVNJVQCHIS-XADRRFQNSA-N,1.0,True,True
15121,QMMORICJOFKJTI-FCRSDJTPSA-N,1.0,True,True
15120,MQCVGJMCPYBEDA-XEGCMXMBSA-N,1.0,True,True
15119,QLVUFRGOHKSYEN-UKAYHFCDSA-N,0.6511627906976745,False,False
15118,JPGJTCLANVRCCH-AJZOCDQUSA-N,1.0,True,True
15116,MLIIPMZRVYZYBW-HSTJUUNISA-N,1.0,True,True
15114,WDXUVAAMMWDIGA-BBQAJUCSSA-N,1.0,True,True
15113,AGPWOTLERUQDBK-XEGCMXMBSA-N,1.0,True,True
15112,AGZXIDYGYCUJQW-AJZOCDQUSA-N,1.0,True,True
15111,UIZFZPRVPJBCBW-XADRRFQNSA-N,1.0,True,True
15110,KYHRXJFLOWLIPG-BBQAJUCSSA-N,1.0,True,True
15109,AOIQDIBORTYOBS-AJZOCDQUSA-N,1.0,True,True
15108,WBPJLDQGTBJBCK-YDNXMHBPSA-N,1.0,True,True
15107,WJAQYKVSSANXIE-AJZOCDQUSA-N,1.0,True,True
15106,INLQRYOEYUTHPO-XEGCMXMBSA-N,1.0,True,True
15105,YIQKOCAQNBTNAR-OWJIYDKWSA-N,1.0,True,True
15104,WMCWVYFWYCEFFL-OWJIYDKWSA-N,1.0,True,True
15103,NYPUNNLWHQXHEJ-QHELBMECSA-N,1.0,True,True
15102,UVSWEYXGOHQKEV-LFQPHHBNSA-N,1.0,True,True
15101,XAQNGLYUCICMHB-QHELBMECSA-N,1.0,True,True
15100,QFSZEDAOMUTMJQ-XADRRFQNSA-N,1.0,True,True
15099,UDBLHRPUTNAXQU-AJZOCDQUSA-N,1.0,True,True
15098,IGESDXCQRGVGEQ-XADRRFQNSA-N,1.0,True,True
15097,VYIMCQZFZPOVTK-CHQVSRGASA-N,1.0,True,True
15096,RMYOUQYJDIWRKM-YDNXMHBPSA-N,1.0,True,True
15095,KUICMJZQTXDVIT-LROBGIAVSA-N,1.0,True,True
15094,BZFKAQGXVLBKMZ-AIBWNMTMSA-N,1.0,True,True
15093,YEGHRBWWYXZCCH-TYTHNEPJSA-N,0.8513513513513513,False,True
15092,OBTRWRVRLDXABY-AIBWNMTMSA-N,1.0,True,True
15091,URSRWIKFGVKSJG-BWDMCYIDSA-N,1.0,True,True
15090,KHJUCWJVVNSAFY-AIBWNMTMSA-N,1.0,True,True
15076,UVRVUDCIGCBNKB-HSTJUUNISA-N,1.0,True,True
15075,ZKIONFNKYDKKHF-AJZOCDQUSA-N,1.0,True,True
15074,MPJZOALGJLSDQR-XNUZUHMRSA-N,1.0,True,True
15073,LXQCSUAOHRTKPP-HSTJUUNISA-N,1.0,True,True
15071,WYBTZVGUNHBDBB-XNUZUHMRSA-N,1.0,True,True
15070,RQUFDPMVFOMKBJ-XEGCMXMBSA-N,1.0,True,True
15069,ZHWUZTKRDPWBPH-BBQAJUCSSA-N,1.0,True,True
15067,QCJZIVFGJZERCC-QHELBMECSA-N,1.0,True,True
15396,FZNPRXLDBREVPH-YZSJKOAGSA-N,1.0,True,True
15388,AXVBZVFYNVBCRP-ZQRQZVKFSA-N,1.0,True,True
15385,NBBJNEUPVXGFAK-OWJIYDKWSA-N,1.0,True,True
15383,XJYVUBGMRNPBLW-OSOYFSHSSA-N,0.611764705882353,False,False
15412,ZFOUNOUCPKPOPW-QODXOHEASA-N,1.0,True,True
15405,ISBNRXRHHJJBGJ-PVCWFJFTSA-N,1.0,True,True
15404,UJNFFSKNBGBBJD-IQKKUYFPSA-N,1.0,True,True
15401,PSTZNTNUAZKUPX-OWJIYDKWSA-N,1.0,True,True
15398,YGLYLPHOOQNASZ-XADRRFQNSA-N,1.0,True,True
14996,BWJYNMPERPBZMG-UHFFFAOYSA-N,0.8823529411764706,False,True
14995,JSCDJCNKPRBEFU-UHFFFAOYSA-N,0.8985507246376812,False,True
14994,KOBPBRUFWSBBLS-UHFFFAOYSA-N,0.9130434782608695,False,True
14993,MTYGWGFGKWXIER-UHFFFAOYSA-N,0.7941176470588235,False,False
14992,HLYSNBUKOKOTDA-UHFFFAOYSA-N,0.7671232876712328,False,False
14991,UTZWMSQYQHNBFT-UHFFFAOYSA-N,0.8823529411764706,False,True
14990,DZZBUZJITUADNF-UHFFFAOYSA-N,0.7368421052631579,False,False
14989,ALETYUKWTMGJAA-UHFFFAOYSA-N,0.7763157894736842,False,False
15413,CLQQBAUKKIRVFA-QODXOHEASA-N,1.0,True,True
15419,OFDPRRFMATWPBF-QODXOHEASA-N,1.0,True,True
15418,LGIAEFVCZHAXMI-AJZOCDQUSA-N,1.0,True,True
15415,BLIPLJZKJQURAT-BVOOQYFDSA-N,1.0,True,True
15414,GXTFELIJMXJADG-BVOOQYFDSA-N,1.0,True,True
14981,IBUYQCXTLQYYFZ-FKSKYRLFSA-N,1.0,True,True
14980,INZCTKANBQHODA-UHFFFAOYSA-N,0.8857142857142857,False,True
14979,QMTUNBIGFFQYNP-UHFFFAOYSA-N,0.7714285714285715,False,False
14978,FOOSTKSMTZPLDD-MJTSIZKDSA-N,0.759493670886076,False,False
14977,RTCJRECTOYVXQO-OOJLDXBWSA-N,1.0,True,True
14976,ANLAOTKKIJPLEL-UHFFFAOYSA-N,0.8142857142857143,False,False
14975,HOGUSFJYJQZMDR-UHFFFAOYSA-N,0.8142857142857143,False,False
14974,DTNWOSPTFRQAGT-OOJLDXBWSA-N,0.8571428571428571,False,True
14973,JQGJBGDEIYCLKI-UHFFFAOYSA-N,0.8918918918918919,False,True
15003,MVFJGXMKTKFGAW-ISGGMURCSA-N,0.8,False,False
15002,YVFMIBYZWKDLPE-UHFFFAOYSA-N,0.8076923076923077,False,False
15001,WHKQUJQAHWCIAC-DIAVIDTQSA-N,1.0,True,True
14999,LJXGTHUWGMIZED-GKOGFXNCSA-N,0.8,False,False
14998,LVCXPPYRWZAAKW-UHFFFAOYSA-N,0.9130434782608695,False,True
14997,UHHBAHLCKMEWQL-UHFFFAOYSA-N,0.9365079365079365,False,True
14965,GOBBATXZZSDGNI-DIMJTDRSSA-N,0.8378378378378378,False,False
14964,GAMFPFSDVLSWDW-YDNXMHBPSA-N,0.8028169014084507,False,False
14963,QAFIQLBQTCUKKA-OOJLDXBWSA-N,1.0,True,True
14962,CKSSHEZFGCPMAU-YMXDCFFPSA-N,0.8591549295774648,False,True
14961,LGIALZJERKQZFS-DIMJTDRSSA-N,0.8260869565217391,False,False
14959,MCQGUMXOBSGYSI-UCFFOFKASA-N,0.8260869565217391,False,False
14958,HAWTWUPZNBLXFA-UCFFOFKASA-N,0.821917808219178,False,False
14957,BJZVQSGHESUSIS-KTQQKIMGSA-N,0.8441558441558441,False,False
14956,DXIGRXKERGDGSR-BJQOMGFOSA-N,0.868421052631579,False,True
14988,IBUYQCXTLQYYFZ-XNUZUHMRSA-N,1.0,True,True
14987,RTCJRECTOYVXQO-IWPPFLRJSA-N,1.0,True,True
14986,WHKQUJQAHWCIAC-DIMJTDRSSA-N,1.0,True,True
14985,JNMCLOVOMADNMU-UHFFFAOYSA-N,0.8857142857142857,False,True
14984,BEGSCTXGWHPJGL-UHFFFAOYSA-N,0.8888888888888888,False,True
14982,CCJRSZKVEHDWPO-UHFFFAOYSA-N,0.8888888888888888,False,True
14948,VPQSVGHUZUIOAM-UHFFFAOYSA-N,0.8133333333333334,False,False
14947,PUBFREDXKXXZLN-UHFFFAOYSA-N,0.821917808219178,False,False
14946,KKODBABHMHNMTM-UHFFFAOYSA-N,0.8115942028985508,False,False
14945,IFZIKUABDQXQLE-LDCVWXEPSA-N,1.0,True,True
14944,IFZIKUABDQXQLE-MYJWUSKBSA-N,1.0,True,True
14943,LSHRUPSDHDJWGE-ISGGMURCSA-N,0.75,False,False
14942,XVXAAICWIODLGA-UHFFFAOYSA-N,0.7910447761194029,False,False
14941,IHHYODMBYFWVHV-UHFFFAOYSA-N,0.8787878787878788,False,True
14940,VRMHBBPJUXDXQJ-UHFFFAOYSA-N,0.8888888888888888,False,True
14972,OCQDSZCHNABGAA-YMXDCFFPSA-N,0.8169014084507042,False,False
14971,UBTJIHNUXUVUOP-UHFFFAOYSA-N,0.8142857142857143,False,False
14970,IFZIKUABDQXQLE-UHFFFAOYSA-N,1.0,True,True
14969,ILUSVFDPTDTXBE-UHFFFAOYSA-N,0.7402597402597403,False,False
14968,HNCZEVSAQRLFBA-QMRFKDRMSA-N,0.7922077922077922,False,False
14967,GZNVUABSOUHFCW-DIMJTDRSSA-N,0.8,False,False
14966,IGIGAFZMTAFGTN-UHFFFAOYSA-N,0.9130434782608695,False,True
14932,JGMWYLADJORNGB-CSKFVBRQSA-N,0.6721311475409836,False,False
14931,QTNKKNUXNNTFFN-UHFFFAOYSA-N,0.7352941176470589,False,False
14930,ZBLQYFZMBXNEGE-UHFFFAOYSA-N,0.873015873015873,False,True
14929,OWMAURBKHQLKKT-UHFFFAOYSA-N,0.9365079365079365,False,True
14928,FZQAYNBKFDRZTL-UHFFFAOYSA-N,0.8208955223880597,False,False
14927,XSGQHXBLPPLXMU-UHFFFAOYSA-N,0.7846153846153846,False,False
14926,RQBCNEHMYQEPGG-UHFFFAOYSA-N,0.8088235294117647,False,False
