smiles,Base_Score,Rerank_Score,Tc,PAINS,MO_Score
c1ccc(-c2cc(N3C[C@@H]4[C@H](C3)[C@H]3CC[C@@H]4O3)c3ccccc3[nH+]2)cc1,0.3162872,0.523303,0.16883116883116883,False,0.7278852523921372
CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]1(C)[C@@H](O)[C@@]3(C)CC[C@@]21C3,0.3166415,0.50468755,0.12307692307692308,False,0.7277283892264733
CC[C@@H]1CC[C@@H]([NH2+][C@@H]2CCCCC2(C)C)C1,0.31672782,0.50583225,0.12903225806451613,False,0.7271096758304104
c1ccc(Cn2c(SCc3ncon3)nnc2-c2cccs2)cc1,0.3157028,0.518257,0.16091954022988506,False,0.7269446029060188
Cc1csc(C2([NH2+]Cc3cnc(-c4ccsc4)s3)CCCC2)n1,0.3158253,0.510265,0.14102564102564102,False,0.7269273681518359
Cc1ccc2c(c1)sc[n+]2Cc1ccc(CBr)cc1,0.3161726,0.52602875,0.18055555555555555,False,0.7269032650523716
Cc1ccc2[nH+]c(CN(C)Cc3ccc(OC(F)F)cc3)cn2c1,0.31591204,0.5177561,0.16,False,0.7268780522346497
Fc1ccccc1[C@@H](c1nnnn1C1CCCCC1)[NH+]1CCN(c2ccccc2)CC1,0.316129,0.5194907,0.1643835616438356,False,0.7268686470920093
Cc1nn(C)c2c1nc(N)n2-c1ccccc1F,0.31600103,0.5153327,0.15492957746478872,False,0.7266804339180529
CC[NH2+][C@H]1CC[C@@H]([NH+]2CCCC2(C)C)C1,0.3167028,0.5048307,0.12903225806451613,False,0.72660890740733
C[C@@H]1CC[C@@H](O)[C@H]([NH+](C)CCOCC2CC2)C1,0.3163246,0.49838448,0.11392405063291139,False,0.7264074277274216
Cc1c[n+]([O-])cc(C[n+]2ccccc2)[n+]1[O-],0.31625164,0.5073093,0.13636363636363635,False,0.7263819315216758
O=c1n(CCSc2nnnn2-c2ccc(OC(F)(F)F)cc2)nc2ccccn12,0.31589806,0.5191472,0.16666666666666666,False,0.7262402753035228
Cn1ncc2c1CCC[C@@H]2[NH+](C)Cc1c(Cl)nc2sccn12,0.31613174,0.5197989,0.16853932584269662,False,0.7261915722589815
C1C[C@H](C2CC2)C[C@H]([NH+]2CC[C@]3(CCOC3)C2)C1,0.316752,0.5060914,0.13432835820895522,False,0.7261800362992642
C[C@]12CC3CC(Cc4nnc(C[NH3+])s4)(C1)C[C@@](C)(C3)C2,0.3164728,0.50084156,0.12121212121212122,False,0.7261783547473676
CSc1ccc([C@H](Br)c2ccc3c(c2)CCC(=O)N3)cc1,0.31615686,0.5122564,0.1506849315068493,False,0.7259912056465672
Cc1cnc2nc(Cc3ccsc3)[nH]c2c1,0.3160015,0.51665473,0.16176470588235295,False,0.7259744237450992
C1=C[C@H]2C[C@@H]1C[C@H]2CN1CC[NH+](C2CCCCCC2)CC1,0.3165525,0.50725436,0.1388888888888889,False,0.7258494032753838
C[NH+](CC(C)(CO)CO)[C@H]1CCC[C@H](C2CC2)C1,0.31646097,0.49654105,0.11267605633802817,False,0.7257353152607527
Cc1ccccc1Cc1noc(CSc2ncnc3nc[nH]c23)n1,0.31566927,0.5131,0.15476190476190477,False,0.7255976330666315
C=C1CCCC(C)(C)[C@]12CC=C(C)CC2,0.31665152,0.50724846,0.140625,False,0.7254992306232452
CC1(C)O[C@@H]2[C@@H](O1)[C@H](O)O[C@H]2[C@H]1COC(C)(C)O1,0.31659377,0.49540198,0.1111111111111111,False,0.7254787670241462
COc1ccc(-c2n[nH]cc2C[NH+]2CCC[C@H]2c2nc3ccc(F)cc3[nH]2)c(OC)c1,0.31580105,0.51957035,0.1717171717171717,False,0.725441740980052
Cc1ccccc1-c1nn(CN2CCc3sccc3C2)c(=S)n1C,0.3160827,0.52071315,0.175,False,0.7253565752506256
CSc1ccc(/C=c2\sc3ncnn3c2=O)cc1,0.31587866,0.51539224,0.16216216216216217,False,0.7252636894986436
CC[C@@H]1CC[C@@H](N(CC#N)C2CCCC2)C1,0.3166812,0.50212896,0.12903225806451613,False,0.7252580277381405
CCCN1CCc2cc(-c3cncn3[C@@H](C)Cc3c(C)nn(C)c3C)ccc21,0.31584817,0.51342887,0.15730337078651685,False,0.725253759274322
Fc1ccc(-c2c(Cl)nc(-c3ccncn3)nc2Cl)cc1,0.31593367,0.5171411,0.16666666666666666,False,0.7252372185389201
[NH3+]CCc1ccn(Cc2nccs2)c1,0.31622025,0.5075663,0.14285714285714285,False,0.7252117080347878
O=S1(=O)CCc2[nH]c3cc(F)c(F)c(F)c3c2C1,0.31618205,0.50840324,0.14516129032258066,False,0.7251693627526684
Cc1cccc(-c2nn(C[NH+]3CCCCC3)c(=S)n2-c2ccccc2)c1,0.31616506,0.5237461,0.18421052631578946,False,0.7250309313598432
CCCn1c(=O)c2ccccc2n2c(=S)n(CN3CCc4sccc4[C@H]3C)nc12,0.31590497,0.5265104,0.19117647058823528,False,0.7250199146130506
