compound_id,smiles,MG_Score,score,Tc,Lipinski,PAINS
ZINC_250K_1645,CCC1CCC(C[NH2+][C@@H]2CCC[C@H]2[C@@H]2CCCC[NH2+]2)CC1,0.7483778903224458,0.34061313,0.1125,1,0
ZINC_250K_9840,C[C@H](C(=O)[O-])[C@@H](C)[NH+](C)CCC[NH+](C)C,0.74679562367132,0.34061772,0.15384615384615385,1,0
ZINC_250K_6953,C[C@@H]([NH2+]C1C(C)(C)C1(C)C)c1ccncc1,0.7455810487725346,0.34061772,0.15789473684210525,1,0
ZINC_250K_9290,[NH3+]C[C@@H](c1ccccc1)[NH+]1CCCCCC1,0.744753466366088,0.34062,0.17857142857142858,1,0
ZINC_250K_3554,C=CC(=O)OCC(C)(C)C[NH+](C)C,0.743090928380682,0.34061778,0.16666666666666666,1,0
ZINC_250K_7656,CC[C@](C)([C@H](O)C(C)(C)C)[NH+]1CCCCC1,0.7405386792317755,0.34061185,0.12857142857142856,1,0
ZINC_250K_5318,Cc1c[n+]([O-])cc(C[n+]2ccccc2)[n+]1[O-],0.7392094515186644,0.3406137,0.14754098360655737,1,0
ZINC_250K_4636,O=C=NC(c1ccccc1)(c1ccccc1)c1ccccc1,0.7373242788153613,0.3406212,0.2127659574468085,1,0
ZINC_250K_1630,CC[NH+](CC)C[C@H]1CC[NH2+]C1,0.7367244865629611,0.34061056,0.13114754098360656,1,0
ZINC_250K_9697,CCC[C@@H](C)N1CCC[NH2+]CC1,0.7366495707139341,0.34060997,0.1267605633802817,1,0
ZINC_250K_8546,C[C@@H]1C[NH+]([C@@H](C)/C(N)=N/O)C[C@@H]1C,0.735439776966996,0.3406069,0.10666666666666667,1,0
ZINC_250K_2540,CC(C)[C@@H](C)NC(=O)CSCC[NH3+],0.7332456886036851,0.34061292,0.16129032258064516,1,0
ZINC_250K_2086,C[C@@H](C(=O)[O-])[C@@H](N[S@](=O)C(C)(C)C)C(C)(C)C,0.731974436820385,0.34060895,0.13432835820895522,1,0
ZINC_250K_1243,CNC(=S)NNc1ccc(Br)cc1,0.7314349836982592,0.34061512,0.18461538461538463,1,0
ZINC_250K_8688,CCC1(C[NH2+]CC2(CC(C)C)CCCC2)CC[NH2+]CC1,0.7313476269551973,0.34060666,0.11842105263157894,1,0
ZINC_250K_3099,CCCC12C[C@@H]3C[C@@H](CC([NH3+])(C3)C1)C2,0.7275972203393951,0.34061036,0.16,1,0
ZINC_250K_8841,CC(C)(O)CC[NH2+]CC(=O)[O-],0.7274337831140747,0.34060755,0.13846153846153847,1,0
ZINC_250K_1920,CCC(CC)([C@H](O)COC(C)C)[NH+](C)C,0.7273690476892382,0.34060687,0.13333333333333333,1,0
ZINC_250K_2281,CCC(CC)C(=O)[C@H](C)OC,0.7263943245648206,0.340616,0.20833333333333334,1,0
ZINC_250K_210,CCC(CC)[S@](=O)CCC(=O)[O-],0.7251746423750753,0.34060806,0.15,1,0
ZINC_250K_5183,CC1(C)C(C[NH2+][C@@H]2CCC[C@@H]2[C@@H]2CCCC[NH2+]2)C1(C)C,0.7241230925198394,0.3406021,0.10666666666666667,1,0
ZINC_250K_5563,C=C(C)[C@H]([NH3+])c1ccc(F)cc1,0.7218743096020381,0.3406139,0.20689655172413793,1,0
ZINC_250K_3421,C[N+]1(/N=C(\[S-])NN)CCOCC1,0.7213150138363779,0.34060523,0.140625,1,0
ZINC_250K_6190,C[NH+](C)CCCC[NH2+][C@@H]1CC(C)(C)OC1(C)C,0.7187396106417351,0.3406,0.10810810810810811,1,0
ZINC_250K_5792,NC(=S)c1n[nH]cc1Br,0.7186148010988191,0.34060332,0.1346153846153846,1,0
ZINC_250K_9519,O[C@H](c1ccccc1)c1cscc1Br,0.7174126051360978,0.34061113,0.2,1,0
ZINC_250K_2352,CC[C@H](C)[C@@H]1CCCC[C@H]([NH2+]C)C1,0.716949553880153,0.34060577,0.15942028985507245,1,0
ZINC_250K_3483,CC1(C)CCCC[C@H]1[NH+]1CCCC[C@@H]1CC[NH3+],0.7166257893797189,0.34060022,0.11688311688311688,1,0
ZINC_250K_6034,CC(C)CNC(=O)C[NH2+]C1C(C)(C)C1(C)C,0.7160739440918674,0.34061238,0.21428571428571427,1,0
ZINC_250K_9922,Nc1noc(-c2ccoc2)c1Br,0.715800768225612,0.34060913,0.1896551724137931,1,0
ZINC_250K_7972,CCC(C(=O)OC(C)(C)C)(C(F)(F)F)C(F)(F)F,0.7143289824504461,0.34060594,0.1694915254237288,1,0
ZINC_250K_9837,O=C([O-])CC1(C(=O)[O-])CCCCCC1,0.7142303242022601,0.34060627,0.1724137931034483,1,0
ZINC_250K_10053,C[NH+]1CCN(C(=O)Cl)CC1,0.7131162337445284,0.34060648,0.17777777777777778,1,0
ZINC_250K_2011,C[NH2+]C[C@H](C)[C@H](C)n1cccn1,0.7122229309475404,0.34060535,0.171875,1,0
ZINC_250K_1258,CCC[NH+](CCO)C[C@H]1[C@H](N)C(C)(C)OC1(C)C,0.7121510632288605,0.3405965,0.10256410256410256,1,0
ZINC_250K_7980,O=[N+]([O-])c1[nH]c(Br)nc1I,0.7108064734782011,0.34060135,0.14516129032258066,1,0
ZINC_250K_7668,C=CCn1c(=O)n(CC=C)c(=O)n(CCN2C(=O)C=CC2=O)c1=O,0.710235154347472,0.340602,0.15217391304347827,1,0
ZINC_250K_7918,CSc1ccc(/C=C(\C)[N+](=O)[O-])cc1,0.7096915260430724,0.3406104,0.22,1,0
ZINC_250K_1798,CN(C)C(=S)N(C(=S)N(C)C)c1ccccc1,0.7075331838195594,0.340608,0.20833333333333334,1,0
ZINC_250K_10253,C1CC(OC[C@H]2C[C@H]3CC[C@@H]2C3)CC[NH2+]1,0.7070454242338579,0.3405946,0.10465116279069768,1,0
ZINC_250K_1346,COC[C@H](C)Cc1nnc(C[NH3+])o1,0.7060351796545878,0.3405988,0.14102564102564102,1,0
ZINC_250K_8949,CC1(C)CCC(O)(C[NH2+][C@@H]2CSCCC2(C)C)CC1,0.7055706694650331,0.34059858,0.14084507042253522,1,0
ZINC_250K_5591,C[NH2+]C[C@@H]1CCCO[C@H]1C(C)(C)C,0.7050554691852384,0.34059533,0.11702127659574468,1,0
ZINC_250K_4331,NC1=c2cc(Br)ccc2=[NH+]C1,0.7036857398918085,0.34059995,0.15789473684210525,1,0
ZINC_250K_2029,C[C@@H](C[C@@H]1CCCC[NH2+]1)[NH2+]C[C@@H]1CCCC[NH+]1C,0.7020481608810828,0.34059396,0.11627906976744186,1,0
ZINC_250K_4822,CSCC[NH2+]Cc1nc(C)c(C)s1,0.7014166571610033,0.34059948,0.16176470588235295,1,0
ZINC_250K_4794,[NH3+]CC(=O)c1ccc(F)cc1,0.7001365468002464,0.34060663,0.2222222222222222,1,0
ZINC_250K_9854,CCC1CCC(C[NH3+])([NH+](C)[C@@H](C)CC)CC1,0.6999964181968915,0.34059787,0.15384615384615385,1,0
ZINC_250K_4956,CC(C)[C@H](C)[NH2+][C@H]1CCOC2(CCCC2)C1,0.6999872266292351,0.34059465,0.12857142857142856,1,0
ZINC_250K_1178,C[C@H]1CC(N)=C(C#N)C1(C#N)C#N,0.6977576252150692,0.34059992,0.1774193548387097,1,0
ZINC_250K_2458,NC(=O)c1ccc([N+](=O)[O-])s1,0.6975782275958644,0.3406023,0.19672131147540983,1,0
ZINC_250K_3771,CCN(CC(N)=S)C(=O)OC(C)(C)C,0.6971257476414646,0.34059766,0.16176470588235295,1,0
ZINC_250K_6463,CC1CCN(/C(N)=[NH+]/C2CC2)CC1,0.6966837315083401,0.34060052,0.18571428571428572,1,0
ZINC_250K_9562,Cc1cscc1[C@H]([NH3+])c1cc(F)cc(F)c1,0.6962965185655808,0.34059986,0.18181818181818182,1,0
ZINC_250K_9872,CCN(CC(C)(C)O)c1nsnc1Cl,0.6958161981834176,0.34059688,0.16,1,0
ZINC_250K_7945,CCC[NH2+][C@@H]1CC[C@@H](C(CC)CC)C1,0.6950938194399381,0.34059212,0.125,1,0
ZINC_250K_8926,CNS(=O)(=O)[C@@H]1CC[NH+](CC(C)(C)C)C1,0.6948584427822455,0.3405964,0.15942028985507245,1,0
ZINC_250K_2557,C=CC(=O)NCOCC(C)C,0.6935568574981743,0.34059677,0.16666666666666666,1,0
ZINC_250K_7565,C[NH2+][C@H](C=C(C)C)c1ccncc1,0.6930478823901961,0.34059587,0.16129032258064516,1,0
ZINC_250K_1813,COC[C@](C)(O)C1(C#N)CCCC1,0.6927836311017719,0.34059837,0.18181818181818182,1,0
ZINC_250K_2656,COC[C@H](O)CCCC(F)(F)F,0.6927649652789026,0.34059575,0.16129032258064516,1,0
ZINC_250K_9514,CC(C)C[NH+](C(C)C)[C@@]1(CN)CSCC(C)(C)C1,0.6922347111789868,0.34058914,0.1111111111111111,1,0
ZINC_250K_7077,CC[C@H](C[NH2+]C)Cc1nc(C)cs1,0.6917525859441307,0.34060353,0.22580645161290322,1,0
ZINC_250K_10059,CC(C)(O)CC[NH+]1CCC[C@H]1C1CC[NH2+]CC1,0.6880546194034806,0.34059167,0.14492753623188406,1,0
ZINC_250K_10214,CNC(=O)O/N=C(\C)[C@H](C)SC,0.6878479965776413,0.340591,0.14035087719298245,1,0
ZINC_250K_6333,O=C(C1CCCC1)N1CCCCCC1,0.6874912714399808,0.3406018,0.22641509433962265,1,0
ZINC_250K_5449,CC(=O)N[C@H]1CSC[C@@H]1OC(C)=O,0.6872130012201194,0.3405962,0.18333333333333332,1,0
ZINC_250K_5501,C1CC2(C1)C[C@@H]([NH2+]C1COC1)CCO2,0.6871824420115146,0.3405897,0.1323529411764706,1,0
ZINC_250K_10488,O=C([O-])[C@@]12CCC[C@@H](C[NH2+]1)C2,0.6865072395064307,0.34059277,0.15873015873015872,1,0
ZINC_250K_4071,CCSc1nnc(NC)s1,0.6864808708807087,0.3405945,0.1724137931034483,1,0
ZINC_250K_654,CN1C[NH+](C)CC2=C1NCNS2(=O)=O,0.6861460803425482,0.34058985,0.136986301369863,1,0
ZINC_250K_9189,C#CCN(CC)C1CCC([NH3+])CC1,0.685609735492128,0.34058633,0.1111111111111111,1,0
ZINC_250K_9405,CC(C)C1CCC(C(=O)N[C@@H](C(=O)[O-])C(C)C)CC1,0.6853264377199054,0.34059593,0.1875,1,0
ZINC_250K_2274,COC(=O)[C@@H](N)CC(=O)OC(C)(C)C,0.6852699441828236,0.3405958,0.18666666666666668,1,0
ZINC_250K_5958,O[C@H]1CCC[C@@H]1CC[NH+](CC1CC1)C1CC1,0.6848607517343483,0.34058884,0.13333333333333333,1,0
ZINC_250K_5411,C[C@@H]1C[C@H]1C[NH+](C)[C@@H]1CCCC(C)(C)[C@@H]1[NH3+],0.6846258863262691,0.34058768,0.125,1,0
ZINC_250K_3685,CC[C@@H](O)[C@@]1(C[NH3+])CCC[C@H](C)C1,0.6823901376903727,0.34059,0.1506849315068493,1,0
ZINC_250K_1252,CCN(CC)c1ccc(N)c(N)[nH+]1,0.6800133924350134,0.34059748,0.21739130434782608,1,0
ZINC_250K_6545,CCC(CC)[C@H]1CCCCC[C@@H]1[NH2+]C,0.6798979299106034,0.34059066,0.16417910447761194,1,0
ZINC_250K_7501,O=S1(=O)C[C@@H]2NC(=S)N(O)[C@H]2C1,0.6794491740340661,0.34058967,0.15789473684210525,1,0
ZINC_250K_7555,C[NH2+][C@H]1CC[C@@H](N2CCC([NH+](C)C)CC2)C1,0.679156854956854,0.34058598,0.12987012987012986,1,0
ZINC_250K_878,CC(C)CNC(=O)[C@](C)(N)C(F)(F)F,0.6779360662586029,0.34059876,0.234375,1,0
ZINC_250K_7117,CN1C(N)=[NH+]C[C@@]12CCCSC2,0.6755332777041329,0.34058246,0.11428571428571428,1,0
ZINC_250K_8227,Cc1ccc(CC(N)=S)cc1,0.6745712201258266,0.34059343,0.2037037037037037,1,0
ZINC_250K_2457,CO[C@H](C)c1noc([C@H](C(C)C)[C@@H](C)[NH3+])n1,0.6730072700306519,0.34059057,0.1864406779661017,1,0
ZINC_250K_10481,CC[S@@](=O)CCN1C(=O)NC(C)(C)C1=O,0.6729953234654652,0.3405885,0.1702127659574468,1,0
ZINC_250K_5782,O=c1cc(C(O)(c2ccccc2)c2ccccc2)cc[nH]1,0.6722865118488913,0.34059295,0.20754716981132076,1,0
ZINC_250K_6106,CC[C@H](CS)C[NH+](CC)C1CCCCC1,0.6722755841785393,0.34058625,0.15492957746478872,1,0
ZINC_250K_1122,Cc1ccc(F)c(Br)n1,0.6722292479749221,0.34059024,0.1864406779661017,1,0
ZINC_250K_3581,COc1cc2c(cc1OC)CC([NH3+])C2,0.6712726407365578,0.34059262,0.20833333333333334,1,0
ZINC_250K_2921,NC(=[NH2+])c1ccc2ccccc2c1,0.6710469416146418,0.3405968,0.24193548387096775,1,0
ZINC_250K_7805,C[NH2+][C@]1(CO)CC[C@@H]([NH+]2C[C@H](C)C[C@H](C)C2)C1,0.6708958408783494,0.34058166,0.12345679012345678,1,0
ZINC_250K_2863,CCC[C@H](C[NH3+])[C@@]1(O)CCC[NH+](CC)CC1,0.6705676009031598,0.34058088,0.11842105263157894,1,0
ZINC_250K_3039,C[NH2+][C@H](COC(C)C)c1ncccn1,0.6702554846986812,0.3405947,0.22807017543859648,1,0
ZINC_250K_3547,CCC(CC)[NH+](C)CCC(=O)NC(N)=O,0.6702494785141858,0.3405862,0.16129032258064516,1,0
ZINC_250K_3545,CC[NH2+][C@@H]1CCCC[C@H]1SC[C@@H](C)CO,0.669384945144075,0.34058797,0.1780821917808219,1,0
ZINC_250K_546,N#CCC[NH2+]C1(C(=O)[O-])CC1,0.6683061531165668,0.34058037,0.12195121951219512,1,0
ZINC_250K_5086,O=C([O-])CCC12CC3CC(CC(C3)C1)C2,0.6678041240647489,0.34058973,0.19718309859154928,1,0
ZINC_250K_4518,C[NH2+][C@@H]1CCC[C@H]([C@@H]2CCC[C@H](S(C)(=O)=O)C2)C1,0.6658353759218785,0.3405838,0.15714285714285714,1,0
ZINC_250K_2689,CC[C@H]1CCC[C@](C[NH3+])(C2(O)CCCCCC2)C1,0.6657143136276117,0.34058467,0.1643835616438356,1,0
ZINC_250K_6239,C[NH2+][C@@H](c1cscc1C)c1cc(OC)c(OC)cc1C,0.6651327437695462,0.34058723,0.1864406779661017,1,0
ZINC_250K_3542,CCC(CC)[C@@H](C(=O)OC)C(=O)C(C)C,0.6635262982895694,0.34059027,0.21568627450980393,1,0
ZINC_250K_3191,FC(F)(F)[C@@H](Br)c1ccccc1Cl,0.6633924099948086,0.3405878,0.19672131147540983,1,0
ZINC_250K_3192,COC(=O)[C@H](C#N)C(F)(F)F,0.6632993222708341,0.34058282,0.15789473684210525,1,0
ZINC_250K_3636,FC(F)(Cl)Oc1ccccc1,0.6630269857455506,0.34058988,0.21428571428571427,1,0
ZINC_250K_7413,C[C@@H](O)[C@H](C)C1(C(=O)[O-])CCCCCC1,0.6614874154546132,0.34058282,0.16393442622950818,1,0
ZINC_250K_6142,C[NH2+][C@H](c1ccccc1C)[C@H](C)OC,0.6608306672525928,0.34058765,0.20408163265306123,1,0
ZINC_250K_1285,[NH3+]C1([C@H]2CCO[C@@]3(CCSC3)C2)CCCC1,0.6596245731540648,0.34057614,0.11764705882352941,1,0
ZINC_250K_7316,NC(=O)N/N=C/c1c(F)c(F)c(F)c(F)c1F,0.6578501621683434,0.34058818,0.21818181818181817,1,0
ZINC_250K_9427,CCC1(CC)C[NH+](C2(C(=O)[O-])CC2)C1,0.6573466636863549,0.34057978,0.15384615384615385,1,0
ZINC_250K_9202,NC1=C(Cl)[C@H](C(=O)[O-])N=[NH+]1,0.6573343439426697,0.34057915,0.14893617021276595,1,0
ZINC_250K_2422,CC[NH+]1CCC[C@@H]1C[NH+](C)CCC(=O)[O-],0.657052267920105,0.34057763,0.13793103448275862,1,0
ZINC_250K_412,Oc1ccccc1/C=[NH+]/CCC/[NH+]=C/c1ccccc1O,0.6568431701504654,0.34059238,0.2545454545454545,1,0
ZINC_250K_9411,CC[NH+]1CCC[C@H]([NH2+][C@@H](C)CCCO)CC1,0.6559116981238357,0.34057754,0.14102564102564102,1,0
ZINC_250K_3713,[NH3+][C@H](Cc1ccc(O)cc1)c1ncccn1,0.6556245527338422,0.3405858,0.20689655172413793,1,0
ZINC_250K_8468,CC1(C)O[C@@H]2[C@@H](O1)[C@H](O)O[C@H]2[C@H]1COC(C)(C)O1,0.6554450065905972,0.34057614,0.13157894736842105,1,0
ZINC_250K_8126,C[C@@H]1CN(CC#N)C[C@@H](C)O1,0.6554252577266172,0.34059194,0.2558139534883721,1,0
ZINC_250K_5319,CC1(C)C[C@](O)([C@@H]2CCOC3(CCC3)C2)CCO1,0.6550974306716284,0.34057653,0.13580246913580246,1,0
ZINC_250K_2096,CC1(C)CCC(O)([C@]2(C#N)CCOC2)CC1,0.6549992358415523,0.34057713,0.14084507042253522,1,0
ZINC_250K_734,C[C@H]1CCCC[NH+]1C[C@@H]1CCC(C)(C)[C@@H]1[NH3+],0.6542594497262352,0.3405748,0.125,1,0
ZINC_250K_6160,C[C@]12CC3CC(Cc4nnc(C[NH3+])s4)(C1)C[C@@](C)(C3)C2,0.6533956157952311,0.34058428,0.20238095238095238,1,0
ZINC_250K_5185,CCn1c(=O)c(I)cn(C)c1=O,0.6525457677368547,0.34059316,0.275,1,0
ZINC_250K_1671,CC1(C)C[C@@H]1NC(=O)[C@@](C)(N)C(F)(F)F,0.6518030071730948,0.34057906,0.16666666666666666,1,0
ZINC_250K_7494,Brc1nc(C[NH2+]C2CC2)cs1,0.6517702404750414,0.34058133,0.18461538461538463,1,0
ZINC_250K_2769,C[C@@H](Cc1[nH+]ccn1C)C[C@@H](C)Br,0.6517188914727708,0.34057984,0.17307692307692307,1,0
ZINC_250K_2380,CCC[NH+](C1CCC([NH3+])CC1)[C@H]1CCOC1,0.6516259835789645,0.34057644,0.14666666666666667,1,0
ZINC_250K_2735,C[C@@H]1[C@@H](C)CCC[C@@]1([NH3+])[C@@H]1CCOC2(CCCC2)C1,0.6512645394241974,0.34057242,0.11627906976744186,1,0
ZINC_250K_4680,C[C@@H](C(=O)[O-])[C@@H](C)C(=O)c1ccc(Br)cc1,0.6508203916135538,0.3405868,0.23076923076923078,1,0
ZINC_250K_1313,C[C@@H](C[C@@H]1CCCCC[NH2+]1)[NH2+]CC(C)(C)C,0.6506357736898302,0.34057602,0.14666666666666667,1,0
ZINC_250K_4791,CC[NH2+][C@H](Cc1nc(C)cs1)c1cscc1C,0.649306809738619,0.34058112,0.19117647058823528,1,0
ZINC_250K_408,C=CCN(CC(=O)[O-])C(=O)[C@@H](C[NH3+])C(C)C,0.6490453982019286,0.34057328,0.13043478260869565,1,0
ZINC_250K_2809,CC(C)[C@H]1CC[C@@H](C)C[C@H]1OC(=O)C=O,0.6482989109957848,0.3405779,0.16923076923076924,1,0
ZINC_250K_7131,COCC[C@](C)(O)C1(C[NH3+])CCC(C)(C)CC1,0.6479302053339969,0.340579,0.1791044776119403,1,0
ZINC_250K_76,COCC[C@H](C)C(=O)N[C@@H](C)COC,0.6477670288798556,0.34058255,0.20754716981132076,1,0
ZINC_250K_1528,CC[C@H]1CCCCN(C)C1=O,0.6475773724672607,0.34058735,0.2459016393442623,1,0
ZINC_250K_7230,CCC[NH2+]C[C@H](C)[C@@H](C)[NH+]1CCC2(CCCCC2)CC1,0.6470873697779355,0.34057137,0.12195121951219512,1,0
ZINC_250K_7475,C[C@H]([C@@H](C)O)[NH+]1CC[C@@](C)(C(=O)[O-])C1,0.6465626798929848,0.34057507,0.1527777777777778,1,0
ZINC_250K_3137,CCC[C@@](O)(c1ccccc1)[C@H](C)C#N,0.6463448663135705,0.3405833,0.21818181818181817,1,0
ZINC_250K_4035,O=C(N=C1NCCCCCN1)c1ccc(Br)cc1,0.6456113380057921,0.3405792,0.18840579710144928,1,0
ZINC_250K_4068,COc1cc(C[C@H](C)CO)cc(OC)c1,0.6453352024888864,0.34058413,0.22807017543859648,1,0
ZINC_250K_4768,COCC[NH+]1CC[C@H]2CCCC[C@@H]2C1,0.6449274820876225,0.34057647,0.16923076923076924,1,0
ZINC_250K_2957,CC(=O)NCCNC(=O)CSC1CCCC1,0.6448375742940642,0.34058622,0.24615384615384617,1,0
ZINC_250K_6698,Cc1ccc([C@H]2C[C@@H]2[NH3+])s1,0.6444925174318249,0.34057808,0.18333333333333332,1,0
ZINC_250K_8056,Cc1ccn(CC/C(N)=N\O)n1,0.6438690927079839,0.34057862,0.1896551724137931,1,0
ZINC_250K_5831,CC(C)Cc1ccc([C@H](O)[C@@H]([NH3+])c2ccccc2)cc1,0.6437886221851881,0.34058172,0.21428571428571427,1,0
ZINC_250K_2014,NNc1nnc(SC2CCCCC2)n1N,0.6436776463104544,0.34057358,0.1506849315068493,1,0
ZINC_250K_7756,CC(C)C1CCC([NH+](C)CCn2cnnc2)CC1,0.6436099987622121,0.34057304,0.14666666666666667,1,0
ZINC_250K_2916,C[C@H]1CC[C@H]([NH3+])[C@H](N2CC[NH+]3CCC[C@@H]3C2)C1,0.6433392487471348,0.3405686,0.11267605633802817,1,0
ZINC_250K_8729,Cc1csc(CSC[C@@H](C)C[NH3+])n1,0.6429873855070103,0.34057996,0.203125,1,0
