idx,smiles,score
29211,"COC(=O)[C@@H](C)[C@H](C)[NH2+][C@@H](C)C(=O)N(C)C
",0.44075418
32700,"OC[C@@H]1O[C@@H](O)[C@@H](F)[C@H](O)[C@H]1O
",0.44075418
29505,"CCCN(C(=O)C([NH3+])(CC)CC)C(C)C
",0.4407541
848,"CCSC(SCC)=C1C(=O)CC(C)(C)CC1=O
",0.44075382
35334,"Nc1c2ccccc2c2ccccc2[n+]1N
",0.44075352
35543,"CC1(C)CCC[C@@H]1[C@@H]1CC[NH2+]C1
",0.44075352
8130,"C=C[C@H](C)O[C@H]1CC[C@H]([NH3+])C1
",0.44075343
20919,"CCC[C@@H](C[NH3+])[C@@](C)(O)CC
",0.44075343
38867,"CCOC(=O)[C@@H](CC)C(C)=O
",0.44075334
16040,"CCCOC[C@H]1CC[C@H](Br)C1
",0.44075325
9192,"CC[NH+](CCC#N)C[C@@H](CS)C(C)(C)C
",0.44075325
1316,"C[C@@H]([NH3+])[C@H]([NH+](C)CC(C)(C)O)C(C)(C)C
",0.44075298
28534,"CS(=O)(=O)[C@@H]1CCC[C@H](S(N)(=O)=O)C1
",0.44075298
511,"[NH3+][C@@H]1CCC[C@H]1CCOC1CCCCC1
",0.44075283
18842,"CCCSC[C@@H]([NH3+])[C@@H](C)CC
",0.44075277
7248,"OC1[C@@H]2OC3(CCCCC3)O[C@@H]2C(O)[C@H]2OC3(CCCCC3)O[C@H]12
",0.44075277
8480,"C[NH2+][C@H]1CCC[C@@H]([NH+](C)[C@H](C)C2CC2)C1
",0.44075274
24244,"C[C@@H]1CCC[C@@H]([C@H]([NH3+])C[NH+](C)C)C1
",0.44075274
34669,"CC[C@H](C)N[C@H](C#N)CN=[N+]=[N-]
",0.44075245
37954,"C1CC[C@@H]2S[C@@H]3CCCC[C@H]3N=C2C1
",0.44075242
28868,"CN[C@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C
",0.44075215
38117,"C[NH2+][C@@H](C1CC1)C(C)(C)[NH+]1CCCC1
",0.44075215
37867,"CS(=O)(=O)[C@@H]1CCC[C@H]([NH2+]C2CC2)C1
",0.44075215
6482,"NC(=O)CSCC(F)(F)F
",0.44075194
25807,"C#C[C@@H](NC)C(CC)(CC)[NH+](C)C
",0.44075185
34520,"CC(C)[C@H](C1CCCC1)[C@H](C)O
",0.44075173
26292,"CC(=O)/C=C(/C)NCC(=O)[O-]
",0.44075164
27210,"CCOC(OCC)[C@H](O)c1cncnc1
",0.44075158
6224,"C[C@H]1CCC[C@H](CBr)CC1
",0.4407515
29938,"CS(=O)(=O)c1ccc(Cl)nn1
",0.44075143
7529,"Clc1cc(Br)cc(Cl)c1CBr
",0.44075143
2092,"CN(C/C=C/CS)CCC#N
",0.44075134
15460,"CC1(C)C(C[NH2+]C[C@@H]2CCC[C@H]2[NH3+])C1(C)C
",0.4407511
38183,"C=CCNC(=O)C[NH2+]C1CC1
",0.44075102
31663,"CC(C)C[NH+](CC(C)C)[C@@H](C)[C@@H](C)C(=O)NN
",0.4407507
16453,"CCC(CC)C(=O)CC(F)(F)F
",0.44075066
38919,"Nc1ccc(/N=N\c2ccccc2)c(N)c1
",0.44075048
30746,"CS(=O)(=O)O[C@@H]1C=CS(=O)(=O)C1
",0.44075027
30339,"CC[C@]1(C[NH+]2CCC(C)(C)C2)CCC[NH2+]C1
",0.44075018
35221,"OC1(C#CI)CCCCC1
",0.44075015
27568,"C[C@H]([NH2+][C@@H](C)C12CC3CC(CC(C3)C1)C2)[C@@H](C)C(=O)[O-]
",0.4407501
35137,"C[C@H]([NH3+])[C@@H](C)c1ccccc1Br
",0.4407501
14686,"COC(OC)[C@@](C)(O)C=C(C)C
",0.4407499
28239,"CCO[n+]1ccc(-c2cc[n+](OCC)cc2)cc1
",0.44074965
28778,"NC(=O)N[C@@H]1CS(=O)(=O)C[C@@H]1O
",0.44074944
14110,"C[C@H]([C@H]1CCC[NH2+]C1)[NH+]1CC2(CCCC2)C1
",0.4407494
20742,"Oc1ccc([C@@H]2CN[C@H](c3ccc(O)cc3)CN2)cc1
",0.44074932
3274,"CC(C)[NH2+]C[C@H](C)[NH+]1C[C@H](C)[C@@H](C)C1
",0.44074908
25184,"C[NH2+]C/C(C)=C/C1CCCCC1
",0.44074908
30075,"CCO[C@@H]1NC(=O)[C@H](OCC)NC1=O
",0.44074902
12035,"CCCOC[C@@H]([NH3+])C(C)(C)N(C)C
",0.440749
35988,"C1C[NH+](C[C@H]2C[C@H]3CC[C@@H]2C3)CCC1C[NH2+]C1CC1
",0.4407489
39665,"CCCN(CCC[NH3+])C(=O)N(CC)CC
",0.44074857
29278,"C[C@H]1C[C@H]1C(=O)N(C)CCN(C)C(=O)[C@@H]1C[C@H]1C
",0.44074857
34862,"CC(C)([NH3+])CC12CC3CC(CC(C3)C1)C2
",0.44074848
1895,"CC(C)[NH2+][C@H](C)[C@@H](C)Cc1ncnn1C(C)C
",0.44074842
9522,"CCC[NH+]1CCC(NC(=O)CC)CC1
",0.44074842
30058,"CC(C)CC[C@@H](C)[C@@](C)(O)C(=O)[O-]
",0.4407484
31095,"[NH3+]C[C@@H](O)Cc1ccccc1
",0.44074824
28633,"CC(C)C[NH+]1CCC[C@H]1C[NH2+]C(C1CC1)C1CC1
",0.44074824
13259,"C#CCOCOCC#C[C@H](C)CCC=C
",0.44074807
10262,"CC(C)(C)CNC/C(Cl)=C/Cl
",0.44074783
7516,"N#CC1=C[C@@H](Br)[C@@]23CC12[C@@H](Br)C=C3C#N
",0.4407478
20428,"Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)[O-]
",0.44074768
33713,"CC1(C)CCC[C@@]1(C(=O)[O-])[NH+]1CCNCC1
",0.4407476
18480,"C[C@@H]1C[NH2+]C[C@@H](C)N1C(=O)C1C(C)(C)C1(C)C
",0.4407475
6382,"CC(C)(C)N(CC(N)=O)C(=O)[O-]
",0.44074747
14271,"C=C(C)C[C@H](CCC(C)C)[NH2+]CC
",0.44074732
27899,"CC1(C)[C@H]2CC[C@](C)(C2)[C@@H]1[NH2+][C@@H]1CCNC1
",0.44074723
28891,"S=C1N=CC2=CC=CCN12
",0.44074723
366,"CCC[C@@H]1CCC[NH+](CCCCS)CC1
",0.44074714
2566,"N=C(NN=Cc1ccncc1)NN=Cc1ccncc1
",0.44074705
29225,"C=CCC(=O)C(C)(C)[NH+]1CCCCCC1
",0.44074684
27556,"C[NH+](C)CC1CC[NH+](CC[C@H]2CCC[C@@H]2[NH3+])CC1
",0.4407468
5042,"C[C@@H](N(C)[C@@H]1CC[NH2+]C1)C1(C)CC1
",0.44074675
29800,"C=CCCCOC(F)(F)C(=O)[O-]
",0.44074675
16549,"CC(C)[NH2+]C[C@H]1C[C@@H]2C=C[C@H]1C2
",0.44074675
37618,"[NH3+][C@@H]1C=C[C@@H](C[NH2+]CC(C2CC2)C2CC2)C1
",0.4407465
6379,"CCC[NH+]1CC[C@@H](NN)[C@H](C)C1
",0.4407465
7460,"[NH3+][C@@H](Cc1cncnc1)C(=O)[O-]
",0.4407464
18234,"CCC/C=C/[C@@H]1OC[C@@H](C)O1
",0.4407463
36432,"CC[C@H](C)[C@H]([NH3+])C[NH+]1C[C@@H](C)[C@@H](C)C1
",0.440746
38906,"C#CCCN(C)CCS(C)(=O)=O
",0.440746
31177,"CCN[C@@H]1CCC[NH+](C(C)C)C1
",0.44074592
24962,"C=CCS(=O)(=O)N1[C@H](C)C[NH2+]C[C@H]1C
",0.4407459
27422,"CCC(CC)C[NH+]1C[C@@H]([NH3+])C[C@@H](C)C1
",0.4407458
14001,"Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
",0.44074556
23338,"CCCC[C@@H](CC1CCC1)[NH2+]C
",0.4407453
12900,"Cc1no[n+]([O-])c1CC(C)C
",0.44074523
6802,"CC(=O)OCC[C@@H](C)OC(C)=O
",0.4407451
30569,"COC(=O)[C@](C)(CBr)OC
",0.440745
18208,"CC(=O)Cc1c(C)n[nH]c1C
",0.4407449
11804,"OC[C@@H]1CCCC[NH+]1CCS
",0.44074482
6086,"CC[C@@H](C)[NH+](C)CCNS(C)(=O)=O
",0.44074473
28283,"CC(=O)C(c1ccccc1)c1ccccc1
",0.44074437
9391,"C[C@@H](CBr)c1ccccc1
",0.44074425
18175,"CC[C@@H](C)[NH2+][C@H](CN=[N+]=[N-])C(=O)[O-]
",0.44074425
20865,"O=C1C=CS(=O)(=O)[C@@H]2[C@@H]3C=C[C@@H](C3)[C@@H]12
",0.44074398
6556,"CC[NH+](CC)CC[C@@H]1CCC[C@@H]1O
",0.44074398
12949,"O=C1OC[C@H](C(F)(F)F)O1
",0.4407439
5195,"CCCC1(CCC)C[NH+]([C@H](C)[C@@H]2CCC[NH2+]C2)C1
",0.4407439
7272,"CC(C)[C@@H](O)[C@@H](C)c1ccc(N(C)C)cc1
",0.44074383
14328,"CN(C)NC(=S)N[C@@H]1C[C@H]2CC[C@@H]1C2
",0.4407438
21220,"C[C@@H](O)CCC(=O)N(C)CC(=O)N(C)C
",0.4407437
1318,"O=C([C@H]1CCCC[C@@H]1C(=O)N1CCCCC1)N1CCCCC1
",0.4407437
14206,"CC1(C)CC[NH+](CCC(=O)[O-])C1
",0.44074365
29773,"OCC1([NH+]2CCCC2)CC[NH2+]CC1
",0.44074357
27892,"CN(CC[C@@H]1CCCC[NH+]1C)C1CCSCC1
",0.44074354
3401,"O=CNc1ccc(Br)cc1
",0.44074333
35139,"Cc1ccsc1[C@H](C)[C@H](C)[NH2+]C(C)C
",0.44074324
5266,"CN(CC(C)(C)O)C(=O)CCCCO
",0.44074315
11591,"CCO/C=C1\SC(=O)NC1=S
",0.44074312
17998,"CC(C)C[NH+](C(C)C)[C@@]1(CN)CSCC(C)(C)C1
",0.44074306
3070,"BrCC1(C[C@@H]2C[C@H]3CC[C@@H]2C3)CCCC1
",0.440743
23378,"C[NH+]1CCC(OCCO)CC1
",0.44074273
10445,"CC1=CC(=O)C(C)=C(C)C1=O
",0.44074258
18528,"CS(=O)(=O)O[C@H]1C[NH+]2CCC1CC2
",0.44074258
39467,"C[C@H]1CC[C@H]([NH2+][C@@H]2CCNC2)[C@@H]1C
",0.4407423
4083,"COC[C@H](C)[C@@](C)(O)C(=O)[O-]
",0.44074228
34666,"C[C@@H]1CCC[C@@H](C2(O)C[NH2+]C2)[NH2+]1
",0.44074222
21311,"C[NH+](CN1C(=O)CSC1=O)CN1C(=O)CSC1=O
",0.44074222
13642,"CCC([NH3+])(CC)C(=O)N1CC[NH2+]CC1
",0.440742
12525,"C[C@H](C[NH3+])[C@@H](C)[NH+](C)C1CCC(C)(C)CC1
",0.4407418
38652,"Nc1ccc[n+]([O-])c1C(=O)[O-]
",0.44074172
11261,"[NH3+][C@H]1CC[C@@H]([NH+]2CCC(C[NH+]3CCCC3)CC2)C1
",0.44074166
36571,"CC1(C)CCC[C@@H]([NH2+]CC2C(C)(C)C2(C)C)C1
",0.44074166
37256,"CNC(=S)NN=C1CCCCCC1
",0.44074163
34166,"[O-][N+]12CCCC[C@H]1CCC[C@H]2CO
",0.44074163
16793,"O=C(F)c1ccc(Br)cc1
",0.44074157
28676,"CC[C@H]1C[NH2+]CCC12CCC2
",0.44074157
28374,"CC(C)(C)C[NH+]1CCC(OCCC[NH3+])CC1
",0.44074154
26805,"CC(C)CC[NH+]1CCSC(C)(C)C1
",0.44074136
17076,"CC(C)CCNC(=O)[C@@H](C)Br
",0.4407413
14000,"C[C@@H]1C[NH2+][C@@H]2[C@H](CCCC2(C)C)S1
",0.4407413
6921,"CC[C@@H](CC(N)=[NH2+])[NH+](C)CC
",0.44074124
29646,"CC[NH+](C)CC[C@H]1CCC[C@@H]1[NH3+]
",0.4407412
1850,"O=C([O-])c1ccc(C(=O)[O-])c(Br)c1
",0.4407412
16444,"O=C([O-])C1=CN=N[C@@H]1[N+](=O)[O-]
",0.4407412
17620,"C[C@H]1[C@@H](C(=O)[O-])CC[NH+]1CC(F)(F)F
",0.44074112
15826,"C[C@@H]([NH2+]C1C(C)(C)C1(C)C)C(=O)NC(C)(C)C
",0.44074103
21708,"CCC[NH+](CCC)[C@@H]1CCC[C@H]([NH2+]C)C1
",0.44074094
39855,"CCN[C@]1(C#N)CCCC1(C)C
",0.44074094
37397,"CN1C(=O)C(=Cc2ccc(C=C3C(=O)N(C)C(=O)N(C)C3=O)cc2)C(=O)N(C)C1=O
",0.44074082
22801,"CC[C@H](C(=O)[O-])[NH+](C)C1CCC([NH3+])CC1
",0.4407408
8175,"CCOC(=O)C1(C(C)=O)CC(C)(C)C1
",0.44074073
4835,"O[C@@H]1CCCC[C@@H]1CC(F)(F)F
",0.44074038
30242,"CCOc1ccccc1OC/C=C/C[NH+](C)C
",0.44074038
5836,"CC[C@](C)(c1ccccc1)[C@@](C)(O)c1ccccc1
",0.44074032
273,"C=CCC[C@@H](O)C1([NH+]2CCCCC2)CCCC1
",0.4407403
3666,"NS(=O)(=O)[C@@H]1CCCOC1
",0.44074023
33382,"CC(=O)NNC(=O)CSC[C@@H]([NH3+])C(=O)[O-]
",0.4407402
22302,"CC(C)(C)c1cc(Cl)ncn1
",0.44074014
27235,"C[C@H]1CCC[NH+](CCCCl)C1
",0.44074
2445,"[NH3+]CCCOc1ccccn1
",0.4407399
16666,"CC[C@H](C)N(CC)S(N)(=O)=O
",0.4407399
10659,"CC(C)(C)C(=O)NCC(C)(C)[NH+]1CCCCC1
",0.4407399
23616,"CN(C)C[C@@H]([NH3+])c1ccoc1
",0.44073987
15354,"C=C1C(=O)[C@]2(C)CC[C@H]1C2(C)C
",0.44073963
21940,"ClC1(Cl)[C@@H](c2ccccc2)[C@@H]1c1ccccc1
",0.44073954
37999,"CCC[NH2+]C1CC(C(=O)[O-])C1
",0.4407394
6279,"CN(C)C[C@H]1CCC[NH+]1CC1(CS)CCCC1
",0.44073936
7293,"NOc1ccc(C(N)=O)nn1
",0.44073936
9173,"CC[C@H](C(=O)[O-])[NH+](C)C1CCC([NH2+]C)CC1
",0.4407393
39235,"C1CCC([NH2+]C[C@@H]2CC[C@@H]3CCCC[C@@H]3[NH2+]2)CC1
",0.44073898
23977,"CCCOC[C@H]([NH2+]C)[C@H]1CC[C@H](CC)C1
",0.44073898
14589,"CCOC(=O)/C=C/C(=O)Cl
",0.44073886
36642,"CC(C)=C[C@H]1[C@@H](CO)C1(C)C
",0.4407387
9126,"C=C(C)C[NH+]1CC[C@H](C(=O)[O-])[C@H]1C
",0.44073862
39549,"C[C@H](Cc1ccc(N)cc1)C(=O)[O-]
",0.44073853
4568,"CC[C@@H](C)[C@@H](C)[NH+]1CCC(=O)[C@H](C)[C@@H]1C
",0.44073835
25225,"N[C@@H](C[NH+](CCO)CCO)C(=O)[O-]
",0.4407383
16182,"C[NH2+]C1CCC(O)(C[C@@H]2C[C@H]3CC[C@@H]2C3)CC1
",0.44073823
13044,"C[C@@H]1C[NH+](C[C@]2(C)CC[NH2+]C2)C[C@H]1C
",0.44073823
9899,"CC(C)C1C[NH+](C(C)(C)C[NH3+])C1
",0.4407382
30901,"C[C@@H]([NH3+])[C@H](C)c1ccsc1
",0.44073796
8315,"CC(C)[C@H](CO)NC(=O)CC1CC1
",0.44073793
30201,"C[NH+](CC(C)(C)C[NH3+])C1CCC1
",0.44073787
15383,"N=[S@](N)c1cnc(N)s1
",0.44073763
13517,"C[NH+](CCC(=O)OC(C)(C)C)CC(C)(C)O
",0.4407376
30480,"CC(C)(C[C@@H](O)C(F)(F)F)C(=O)[O-]
",0.44073755
13769,"CCC1CC[NH+](C[C@@H](CS)C(C)(C)C)CC1
",0.4407374
13367,"C[C@H]1C[NH+](C[C@H]2CC=CCC2)C[C@H](C)S1
",0.44073737
8139,"N#Cc1ccnc(CBr)c1
",0.4407373
18164,"CC1(C)CC[NH+](C[C@@H]2CCCCC[NH2+]2)C1
",0.4407373
8934,"CCCCN(C)C(=O)CC[NH3+]
",0.4407373
4559,"C[NH2+]C[C@H](C)C(=O)NCC(C)C
",0.44073722
22497,"NC1=C(N)C(=O)c2ccccc2C1=O
",0.44073704
27275,"CCC(CC)[C@]1([NH3+])C[C@H]2CC[C@@H]1C2
",0.44073704
4987,"C[NH+](CC1CCC1)[C@@H]1CC[C@H](O)C1
",0.44073695
8648,"C[C@H](C(=O)[O-])[C@H](C)c1ccoc1
",0.4407369
9267,"C[C@H](CCS)CC[NH+]1CCC(C)(C)CC1
",0.4407369
17921,"CC#CC[C@H]([NH3+])[C@H]1CSCCS1
",0.44073686
11269,"N#CCC[NH+](CCCCS)C1CC1
",0.44073686
6215,"c1ccc2c(c1)CC1(CC[NH2+]CC1)C2
",0.44073677
32223,"C[NH2+][C@H](c1ccc(F)cc1)[C@@H](C)OC
",0.44073656
28378,"CC[NH+](CC)[C@](C)(CC)[C@H]([NH3+])C=C(C)C
",0.44073656
28316,"CCC(C(=O)OC(C)(C)C)(C(F)(F)F)C(F)(F)F
",0.44073653
24513,"CC(C)[NH+](C[C@@H](C)O)C1CCSCC1
",0.44073638
23435,"CN(C)S(=O)(=O)N(C)c1ccccc1
",0.44073635
39831,"CN(CC[NH+](C)C)C[C@@H]1CCC(C)(C)[C@H]1[NH3+]
",0.4407362
10133,"CC/C=C/C/C=C\CCOC(C)=O
",0.44073614
27427,"CC(C)C[C@H](O)C(C)(C)[NH+]1CCCCCC1
",0.44073611
24929,"c1[nH]c2c([nH+]1)CCCCCC2
",0.44073606
7288,"CCCN[C@]1(C#N)CCCCC1(C)C
",0.44073585
36028,"CC(C)NC(=O)C(C)(C)Br
",0.4407358
8133,"CCC(CC)(CC)[NH2+]Cc1noc(C(C)(C)C)n1
",0.4407357
37035,"CCC[C@@H](C)C[C@H](C)[C@@H](C)[NH2+]C1CC1
",0.44073564
24469,"O/N=C(Nc1ccccc1)\C(=N/O)Nc1ccccc1
",0.44073552
979,"C[C@H]1CCCC[C@@H]1[NH+]1C[C@@H]([NH3+])C[C@@H](C)C1
",0.44073546
27435,"CCS(=O)(=O)CCC[C@]1(C)CCCCC[NH2+]1
",0.44073546
6188,"C[C@@H](O)[C@@H]1CCC[C@H](S(C)(=O)=O)C1
",0.44073546
7292,"CN1C(=O)N[C@@H]2C[NH2+]CC[C@H]21
",0.44073546
30693,"CCC[NH2+][C@H]([C@H](C)CC)C(C)(C)[NH+]1CCCCCC1
",0.44073543
14842,"CC[C@@H]([NH2+]C)[C@@H]1CSCCO1
",0.44073528
20114,"CCCCCC(=O)NNC(=O)C(=O)NC1CC1
",0.4407352
38437,"CC(C)[C@@H](O)[C@H]1CSCCO1
",0.4407352
4026,"C[C@@H]1CC(c2ccccc2)(c2ccccc2)C[NH+]1C
",0.4407352
25981,"C[NH2+]Cc1c(C)nn(C)c1C
",0.44073513
